title,pos_text,neg_text,ratingValue,bestRating,hotel
"Готель має дуже зручне розташування для тих, чий поїзд...","Готель має дуже зручне розташування для тих, чий поїзд відправляється рано вранці, але за 8-10 хвилин до вокзалу можна дійти лише в дуже бадьорому темпі — реальніше закласти на перехід хвилин 12-15. Ліжко в номері було дуже зручне.","Досить строений перехід через Полтавський шлях з боку залізничного вокзалу до готелю . Крім того, досить слизько на тротуарі біля готелю — було б супер, якби там хоча б піску або солі насипали.",9.2,10.0,ryleev.uk.html
Затишно і комфортно,"Дуже затишно, комфортно. Готель вражає своєю чистотою. Особливо запам'яталися сніданки на свіжому повітрі! (рекомендую спробувати сирники). Персонал гостинний і привітний!",Nan,10.0,10.0,ryleev.uk.html
"Затишний та гарний готель, близько до вокзалу та метро...","Затишний та гарний готель, близько до вокзалу та метро (дійшли пішки). Номер з балконом взагалі чудовий - вид на двір, просторий . Приємно, що в номері є чайник та чашки - можна попити самому чай / каву у зручний час . Але також є кафе з приємними цінами та смачною їжею.",Nan,9.2,10.0,ryleev.uk.html
"Я б радила зупинитися в цьому готелі! Прекрасний по всіх параметрах, ще й близько до вокзалу.","Сніданку ми не мали, але самі замовили собі те що хотіли з меню. Дуже приємне домашнє кафе і смачно готують. Допомогли помити і нарізати свої продукти. Прекрасний номер, дуже чистий і все працювало! Дуже задоволена! Гарна звукоізоляція і тихо в готелі. Ідеально підходить для сімейного відпочинку!","Єдине, що трохи не сподобалось, що номер з джакузі був у цокольному поверсі, тому було досить холодно . Але не критично.",9.6,10.0,ryleev.uk.html
Територія готелю добре доглянута.,Територія готелю добре доглянута. Є столики в дворику і мангал. В номерах чисто і затишно.,Комарі просто замучили. Обов'язково беріть із собою засоби захисту. Без автомобіля дістатися до центру складно.,7.9,10.0,ryleev.uk.html
Дуже сподобався готель.,"Дуже сподобався готель. Чисті номери, привітний персонал, на території є затишне подвір'я, де можна відпочити на природі, У готелі є своє кафе, де можна скуштувати дуже смачні сніданки.  Вигідне місцеположення - 5 хв. пішки від вокзалу і метро.  Дуже хороший готель - рекомендую!",Nan,10.0,10.0,ryleev.uk.html
авансовий дворик ),"Готель знаходиться в 10 хвилинах від ЖД вокзалу . Дуже чисто, комфортно, номера в стилі "" Прованс "" із балконами та красивим внутрішнім двориком, обладнані кондиціонером, є холодильник, стакани та телевізор в кожній кімнаті . На території невеличке кафе . привітні персонал.",Nan,8.8,10.0,ryleev.uk.html
Все прекрасно🤗,приємність адміністраторів...приємний персонал...все гарно...гарний Крайови...смачна кухня...чистота у номерах...все дуже добре ...,Зауважень немає мені все сподобалося.,10.0,10.0,ryleev.uk.html
Вирішити проблему з вечерею та можливістю розрахуватись одночасно карткою за усе.,"Вперше була у Харкові з ночівлею . Хочу порекомендувати чудовий маленький готель « Рилєєв » . За бюджетні гроші у 600 грн ви можете шикарно відпочити у готелі, де продумано та є усе . І, що дуже приємно для нас, дівчаток, усе таке миле, стильно - декупаж, наче ти у Львові . Що вразило найбільше — кількість та розташування розеток! Вони є скрізь, де треба та зручно, я ще такого в українських готелях не бачила, зазвичай — це готельна заразна болячка — відсутність розеток . Дуже, дуже класна та смачна кухня, домашня . Привітні та працьовиті жіночки, що готують, як вдома . Вареники з полуницею були неперевершені!","А тепер ложка дьогтю . Не можливо розрахуватись карткою одночасно за сніданок та проживання . А це важливо для підрядника, бо я не отримаю компенсацію за сніданок . Також не можливо повечеряти після 18-ї . Якщо київський потяг прибуває о 18 : 10 і ти не встиг пообідати на роботі ще в Києві, то це ду-у-уже засмучує . Особливо якщо згадати кучугури з минулого поста, якими прийдеться лізти назад аби повечеряти, знов таки, вже без компенсації . А я ж так мріяла про вечерю, адже вона була заявлена у переліку послуг готелю! Ну от чому, чому совок такий живучий??? Такий вперше бездоганний готель, і ось, на тобі...Шановні власники, зробіть щось! Ви ж можете пропонувати хоч холодні закуски, якщо кухня не працює, або домовитись за льготной ціною з якимось кафе про доставку їжі для ваших мешканців . Подумайте про нас, будь ласка, адже у вас так гарно і так хочеться повернутись саме до вас!!!",9.6,10.0,ryleev.uk.html
Обираємо цей готель вже не вперше за якість та швидкість...,"Обираємо цей готель вже не вперше за якість та швидкість сервісу, привітність персоналу, чистоту номерів . Повністю всім задоволені і рекомендуємо іншим . Співвідношення ціна - якість логічна і повністю виправдана . обов'язково до вас повернемось",Nan,10.0,10.0,ryleev.uk.html
"Дуже привітний персонал, затишно, зручне ліжко, та смачні...","Дуже привітний персонал, затишно, зручне ліжко, та смачні сніданки.","Погана звукоізоляція . Кімната була на 3 поверсі, але вночі чути, коли дзвонять у вхідні двері адміністратору . Мало місць для парковки, але вулиця не завантажена і можна поставити біля іншого будинку.",9.2,10.0,ryleev.uk.html
"Стильний ремонт, чисто, затишно","Стильний ремонт, чисто, затишно","Якщо добиратися пішки до готелю, то важкувато пішки від залізничного вокзалу",9.6,10.0,ryleev.uk.html
"Міні готель, максі комфорт.","Комфортно, зручно, чисто . ввічливий персонал, роблять все можливе для нашого відпочинку (дякую за супер раннє поселення)!: )",Nan,8.8,10.0,ryleev.uk.html
"Готель хороший, дівчата на ресепшені привітні, нажаль про жіночок на кухні сказати цього не можу",Nan,Персонал на кухні,6.7,10.0,ryleev.uk.html
"Спокійно, комфортно, атмосферної","Сподобалось:чистота,інтер‘єр,привітний персонал.",Кухня працює тільки до 20.00.Але це не проблема.,10.0,10.0,ryleev.uk.html
Це був наш 4й раз у цьому готелі.,"Це був наш 4й раз у цьому готелі. Навіть не бачили сенсу шукати ще щось.
10 з 10👍",Сподобалося все!!,10.0,10.0,ryleev.uk.html
"Дуже затишно, неймовірно дружній персонал.","Дуже затишно, неймовірно дружній персонал. Зручно, пішки можно дістатися центра. Бездоганно чисто.",Nan,10.0,10.0,ryleev.uk.html
Дуже сподобався сніданок.,Дуже сподобався сніданок.  Чудове місце розташування.  Гарний стиль номеру.,Nan,10.0,10.0,ryleev.uk.html
Бракує тільки невеличкого ставка,"Сад за готелем, лавки на обійсті, затишна їдальня.",Nan,10.0,10.0,ryleev.uk.html
"Дуже затишно в номері було,гарна шумоізоляція ,тільки чути...","Дуже затишно в номері було, гарна шумоізоляція, тільки чути було коли хтось виходив в коридор, а так все ідеально . Персонал привітні ,",Все сподобалось,8.5,10.0,ryleev.uk.html
Чудовий Рилєєв! ,Вже втретє зупиняємось родиною. Просто на відмінно!,Такого немає.,10.0,10.0,ryleev.uk.html
"досить добре,комфортно,тепло",все,Nan,10.0,10.0,ryleev.uk.html
Був 11 номер.,"Був 11 номер. Чистий, комфортний, Wi-Fi, кондиціонер, телевізор, чайник, санвузол. В загальному супер ціна якість",Wi - Fi барахло трохи ...,10.0,10.0,ryleev.uk.html
Сніданок - не погано.,"Сніданок - не погано. Розташування - дуже зручно, поруч залізничний вокзал",Стоянка для автомобілів невеличка,10.0,10.0,ryleev.uk.html
"Чистота, просторий зручний номер, класний привітний персонал.","Чистота, просторий зручний номер, класний привітний персонал.",Nan,9.6,10.0,ryleev.uk.html
Персонал привітний.,Персонал привітний.   Обслуговування хороше.    Номера чисті та комфортні. Територія та кафе зручно розташовані та чисті.,Nan,10.0,10.0,ryleev.uk.html
Все чудово,Все чудово,Nan,9.2,10.0,ryleev.uk.html
"Все дуже чисто,зі смаком, смачний сніданок  та спокійне...","Все дуже чисто,зі смаком, смачний сніданок  та спокійне місце!",Nan,7.9,10.0,ryleev.uk.html
"приємна, вишукана атмосфер.","приємна, вишукана атмосфер. Персонал  приємний . Гарно!",Nan,10.0,10.0,ryleev.uk.html
Чудове місце,Nan,Чудове місце,10.0,10.0,ryleev.uk.html
Все дуже сподобалось!,"Все дуже сподобалось!! Ввічливий персонал,  смачний сніданок та хороші ціни )",Nan,9.6,10.0,ryleev.uk.html
Міні-готель Рилєєв,"Затишно, чисто, неподалік від залізничного вокзалу. Готель невеличкий, в одному зі старих районів міста.",Nan,10.0,10.0,ryleev.uk.html
Рилєєв-затишний готель в Харкові ,"Привітний та ввічливий персонал, непогане меню кухні готелю, затишний дворик де можна перепочити. Розташування неподалік залізничного вокзалу.",Nan,8.8,10.0,ryleev.uk.html
Комфортно.,"Смачно, просто, вчасно на певний час.",Все сподобалось.,9.6,10.0,ryleev.uk.html
Гарний сад.,"Гарний сад. Смачна їжа в кафе за помірними цінами. Дуже привітний персонал. Закрита територія, де немає сторонніх людей.",Nan,9.2,10.0,ryleev.uk.html
"Важливо: вказують що потрібно передоплати, але у нас вимагали часткову 50%, сторгувалися до 15% ...",Чудовий інтер'єр,"Відсутність включеного сніданку, супер строгі правила, які розташовані на дверях і якось навіть лякають",7.1,10.0,ryleev.uk.html
До вокзала не далеко.,До вокзала не далеко. Кухня супер.,Все сподобалось.,10.0,10.0,ryleev.uk.html
маленька Італія,всё,Nan,9.6,10.0,ryleev.uk.html
Все дуже сподобалось.,Все дуже сподобалось.,Знайти важко.,9.6,10.0,ryleev.uk.html
Велике дякуємо за відпочинок.,Велике дякуємо за відпочинок . Все сподобалось . Дуже ввічливий і привітний персонал.,Nan,10.0,10.0,ryleev.uk.html
Комфортно й чисто.,Комфортно й чисто. Затишне місце для сімейної подорожі.,Nan,9.2,10.0,ryleev.uk.html
"Чисто, зручне розташування, затишно, комфортно.","Чисто, зручне розташування, затишно, комфортно . Відмінне місце для тих, хто хоче зупинитися в районі железнодорожного станції . 5 хв . ходу . Дійсно зручно . Я приїхала досить пізно, тому вже за пару хвилин змогла прийняти ванну й відпочити.","Єдине, що мені заважало, то це шум вентилятора у ванній. Кожного разу, коли я вмикала світло у ванній кімнаті, відразу був супровід вентилятора. Було бажання його вимкнути, але тоді зникало й світло:(",8.8,10.0,ryleev.uk.html
"Відпочивали з дітьми 4 та 6 років, мешкали на другому...","Відпочивали з дітьми 4 та 6 років, мешкали на другому поверсі. Сходи для наших дітей були комфортними. У ванній кімнаті є мило, шампунь, фен. Також хочу відзначити привітний персонал, домашню атмосферу, чудові смачні та ситні сніданки. Сніданки готують на потрібний час (мені готували на 7.50 ранку). В готелі є зона для самостійного приготування їжі, є сауна. У готелю зручне розташування (близько до залізничного вокзалу, до громадського транспорту). Є три варіанти, щоб залишити авто (гараж, стоянка на території готелю та безкоштовна стоянка біля в'їзду до готелю). Залишились дуже задоволеними перебуванням в готелі.",Nan,10.0,10.0,ryleev.uk.html
Я дуже задоволена.,"Я дуже задоволена. В готелі дуже чисто, персонал приємний,  близько до вокзалу. Є кухня невелика, в дворику - мангал, готують смачні і ситні сніданки. Загалом враження тільки позитивні. Рекомендую.",Nan,10.0,10.0,ryleev.uk.html
Жила в Люксен.,"Жила в Люксен . Он большой и тихий . подобная ванна, быстро Интернет . Отель создает впечатление очень домашней атмосферы, сюда хорошо возвращаться . Напротив кафе грузинской кухни, где можно купить вина и весной еды с Мангала и употребить это в красивому внутреннем дворик отеля . Также у них есть сауна, но о ней ничего не скажу (не была)... правда, по первому этаж отеля идет вкус "" трав'яної "" запах из саун: )",Nan,10.0,10.0,ryleev.uk.html
"Привітний персонал, який знає свою справу.","привітний персонал, який знає свою справу . Смачний сніданок, який готують при тобі . коректне спілкування на українській, англійській та російській мовах . Склалося враження . ніби ти потрапив в польський сімейний міні - готель.",Погане водовідведення в душовій кабіні.,9.6,10.0,ryleev.uk.html
"прекрасный частный отель, Сметливый персонал, вкус ...","прекрасный частный отель, Сметливый персонал, вкус завтрак . Не первый раз останавливается в этом отелей и в будущем будем выбирать этот отель при поездка в Харьков.",Nan,9.2,10.0,ryleev.uk.html
Дійсно непогане місце розташування.,Дійсно непогане місце розташування. Чистота в номері. Сприятлива ціна.,"профінансовані на сайті сніданки, виявляється, починаються тільки приблизно о 9.30 . год ., бо працівники приходять тільки на 9.00 . год . Кому в такий час потрібен сніданок . Час сніданку має бути 700-1000 . год . Немає у ванній кімнаті ні мила, ні шампуню . Болото на під'їзді (підході) до готелю, немає асфальту.",6.7,10.0,ryleev.uk.html
Тримають марку вже не перший рік.,Тримають марку вже не перший рік. В рік буваю 2-3 рази,Nan,10.0,10.0,ryleev.uk.html
"Ґазди не стоять на місці, а рухаються вперед,...","Ґазди не стоять на місці, а рухаються вперед, прислуховуються до думки гостей, ідуть на допомогу, молодці .",Nan,10.0,10.0,ryleev.uk.html
зручне розташування: близькість до  вокзалу і історичного...,зручне розташування: близькість до  вокзалу і історичного центру міста. затишно. цікава веранда у номері:)),сумні старі і занедбані будинки навколо,10.0,10.0,ryleev.uk.html
"Привітний персонал, домашня атмосфера, чистота у номері та...","Привітний персонал, домашня атмосфера, чистота у номері та на території готелю !!!!!!!!!! Дякуємо.",Nan,10.0,10.0,ryleev.uk.html
останавливаться в третий раз в этом отелей.,останавливаться в третий раз в этом отелей . И ни разу не пожаліли о своем выборе . Всем рекомендую.,Nan,10.0,10.0,ryleev.uk.html
погані враження,Nan,"Все могло бути краще: фото на Booking . com - зовсім інша будівля, на вхідних дверях немає ручки; перед входом на поверх "" Місце для куріння "", а головний курець співробітниця готелю . В номері холодно - некомфортно, батареї ледь теплі, сиділи під ковдрами; у санвузлі свіжо, тому душ на приймали; освітлення дуже економне - темно . Щоб нагріти їжу у СВЧ, попросили тарілку - левова - мили 5 разів з милом . У коридорів стоїть сушила з мокрою білизною . Співробітниці майже постійно говорять по телефону - голосно.",3.3,10.0,elegia.uk.html
"Вцілому непогано, за відносно невеликі гроші цілком пристойні умови.","Чудове розташування готелю . Затишна, спокійна обстановка . Є мікрохвильова пічка . постільна білизна чиста, ліжка зручні . Вдень в номері трохи прохолодно, проте ввечері батареї стали гарячіше і було тепло.",Nan,8.8,10.0,elegia.uk.html
Місце розташування дуже хороше.,Місце розташування дуже хороше. Центр поряд тому не було проблем дібратися в любу точку міста.,"У ванній кімнаті потрібен ремонт, праску та фен потрібно було просити але вони були раритет (( (чистота - павутиння по кутками, досить прохолодно було на вечір вмикали обігрівач.",6.7,10.0,elegia.uk.html
Центр міста.,"Центр міста. Відмінне співвідношення ціна-якість. Новий, ошатний відремонтований номер, велика кімната","Відсутність капців та чашок(дрібниця, але) Шумні сусіди (не ваша провина, а констатація факту)",10.0,10.0,elegia.uk.html
Чудове місце для відпочинку після активної прогулянки по місту.,"В не дуже презентабельний будівлі ззовні (це фото не самого готелю, а будівлі де знаходиться готель) виявився ошатний і чистий номер з телевізором, кондиціонером і холодильником . Свіжий ремонт і дуже привітна пані - адміністратор) )) ) Готель маленький, на декілька номерів . Постіль чиста, ліжко зручне . Знаходиться в тихому місці Харкова, але дуже близько до центру . Поруч музей сексу (дуже цікаво розповідає екскурсовод! рекомендую її послухати, а не просто пройтись подивиться фото і експонати). Поруч Майдан Свободи, Дзеркальний струмінь . В іншу сторону Парк Горького з канатною дорогою . Ми перебуванням були задоволені.","Ми були в номері на 3 особи де кімната з двоспальне ліжком розділена від іншої маленької кімнати (де розкладний диван) тільки аркою без дверей . Двері там не поставиш, а от якісь шторки - нитки можна було б повісить для відокремлення кімнат . І це швидше не недолік, а побажання власнику готелю.",9.6,10.0,elegia.uk.html
Не дай Бог тут поселитись!,Nan,"Це просто комунальна квартира з жахливим радянським персоналом, який хамить і погрожує. В кімнатах холодно, погано пахне, ліжко в плямах, ванна кімната брудна з поламаним душем і кришкою унітазу. Не їдьте сюди!!!",4.2,10.0,elegia.uk.html
"Зручне розташування, привітний персонал, шумоізоляція.","Зручне розташування, привітний персонал, шумоізоляція.",Nan,8.8,10.0,elegia.uk.html
відстань до м.,"відстань до м.""Пушкинская""",на сайті Booking.com недостовірне фото готелю.,5.4,10.0,elegia.uk.html
Консьєрж Ольга просто чудова жінка!,Консьєрж Ольга просто чудова жінка!!!,"Несправжнє фото зовнішнього вигляду готелю, загальні кімнати потребують косметичного ремонту",9.2,10.0,elegia.uk.html
Нормально для короткого перебування у Харкові.,Зручне розташування.,Інтер'єри потребують оновлення.,7.5,10.0,elegia.uk.html
"Привітний персонал пані Ольга, чистота, локація в центрі...","Привітний персонал пані Ольга, чистота, локація в центрі Харкова",Nan,10.0,10.0,elegia.uk.html
Добре,Nan,"Достатньо гучно розмовляли в сусідньому номері. Вид з вікна на стару, цегляну стіну.",7.1,10.0,elegia.uk.html
Відсутність гарячої води,Nan,Відсутність гарячої води,5.0,10.0,elegia.uk.html
Тихий готель ,Тихий готель Дуже вдале розташування відносно найближчої станції метро та центральної площі Просторий номер Приємний персонал,Nan,8.3,10.0,elegia.uk.html
Нормальні умови за такі гроші.,Нормальні умови за такі гроші.,місце для паління,7.5,10.0,elegia.uk.html
Великі кімнати,Великі кімнати,В ванній кімнаті не завадило б зробити косметичний ремонт.,7.5,10.0,elegia.uk.html
Неочікувано якість номеру перевершила зображення на фото.,Неочікувано якість номеру перевершила зображення на фото.,Nan,8.3,10.0,elegia.uk.html
Хороший варіант,Хороший варіант за відповідну вартість,Розташування,8.3,10.0,elegia.uk.html
Добрий варіант,Хороший варіант за прийнятну ціну,Nan,10.0,10.0,elegia.uk.html
"Номер ""напівлюкс"" сподобався розмірами, чистотою,...","Номер "" напівлюкс "" сподобався розмірами, чистотою, зручним ліжком, wi - fi . співвідношення "" ціна - якість "" дуже вигідне!) персонал ставився добре і ненав'язливо, заздалегідь передзвонили і уточнили про пізній приїзд (о 23-30). прикольно, що у коридорі є маленька Бібліотечка) ) Розташування готелю у центрі Харкова чудове, до місця конференції у "" Прем'єр Пелес "" пішки менше 15 хвилин!","особливих претензій нема, за таку ціну все чудово!)",8.3,10.0,elegia.uk.html
Місце розташування,Місце розташування,"Номер був не підготовлений для проживання, ми розіслали постіль і виявилося що наволочки смерділо потом!!!!!! Це капець, на подіяла не було підпільників, а коли ми попросили їх надіти, то Бабинська з "" рецепти "" вручила їх нам, тобто ми це робили самі . Ми з колегою жили в двомісному номері, там було передбачено 1 рушник, з проханням надати нам ще один, та ж Бабинська заявила, що одного нам вистачить!",3.8,10.0,elegia.uk.html
Готель розташовано у центрі міста.,"Готель розташовано у центрі міста. Близько метро та різні кафе.Сподобалося те,що персонал взагалі не турбував,є бібліотека.","Ліжка занадто тверді та застарілі. На пульті до телевізора не було кришки,тому батарейки інколи випадали.",7.9,10.0,elegia.uk.html
Все ідеально!,"Все ідеально! Тепло, Уютне, персонал избирательный и Сметливый! позвонили и уточнили, где я еду и к кольки буду! расположение очень удобно! Я довольно на все 100 %!",Nan,10.0,10.0,elegia.uk.html
"Зручне ліжко, загалом непогані меблі.","Зручне ліжко, загалом непогані меблі.","Готель прихований на другому поверсі старого будинку, ззовні виглядає на хостел.",7.5,10.0,elegia.uk.html
розташування до місця проведення конференції.,розташування до місця проведення конференції.,Вся будівля пробурена . рецепти відсутній . Вікна брудні.,6.7,10.0,elegia.uk.html
"Готель ще з радянських часів, коридори також давно не...","Готель ще з радянських часів, коридори також давно не ремонтована, але кімната відремонтована - чиста, світла й охайна . Розташований готель не в центрі, але поряд зі станцією метро . Тому за співвідношенням ціна - якість ставлю тверду п'ятірку з мінусом . Мінус через відсутність сніданку, оскільки зараз в ресторані готелю триває ремонт.","Бракувало сніданку в готелі, але поряд є кафе.",9.2,10.0,tourist-kharkov.uk.html
Чиста постільна білизна.,Чиста постільна білизна. Привітний адміністратор Тетяна.,"Таргани в номері, погане облаштування в номері, матрац дуже м'який або пружини в ліжку. Немає шампуню та гелю для душу. Тільки мило.",4.6,10.0,tourist-kharkov.uk.html
Загалом відгук позитивний.,"Мені подобається те, що проживання в ньому доступне моїм фінансовим можливостям.",з 11 по 14 листопада 2018 року було дуже холодно в номерах. Я простудився.,9.6,10.0,tourist-kharkov.uk.html
"Номер економ класу, але чистий, з рушниками та чистою...","Номер економ класу, але чистий, з рушниками та чистою постільною білизною. холодильник та телевізор працювали без перебоїв.Персонал дуже ввічливий.  Рекомендую.",Nan,8.8,10.0,tourist-kharkov.uk.html
Все круто,"Все було прекрасно, умови кращі, а ніж я очікувала . Все чистенько . Надивившись передач "" Ревізор "", вирішила подивитись який матрац, що під ліжком, перевірити чи є пилюка . І на моє здивування все було в ідеальному порядку) так що дякую вам велике за все і розростатися і вдосконалюватись і дальше )",Все сподобалось,10.0,10.0,tourist-kharkov.uk.html
Розташування,Розташування,Кімната ще в Советском ремонте.,7.1,10.0,tourist-kharkov.uk.html
"Доволі непогана ціна, зручне розташування (для мене).","Доволі непогана ціна, зручне розташування (для мене).",Персонал на рецепції часом вкрай не привітний. Від сніданку можливі проблеми зі шлунком...тут як пощастить.,6.7,10.0,tourist-kharkov.uk.html
"Зручне місцерозташування, приємний персонал, чистота в...","Зручне місцерозташування, приємний персонал, чистота в готелі та у номері, стоянка із охороною. Ситний сніданок.","В готелі довгий час була відсутня гаряча вода - а про це ні слова на сайті. Хоча там і не пишуть, що вона є...  Після довгої подорожі просто необхідний душ. Мені ще й на зустріч довелося їхати брудним. За ту ціну можна було б зняти квартиру.",8.8,10.0,tourist-kharkov.uk.html
наявність банкоматів і терміналів,наявність банкоматів і терміналів,"Усе просто жахливо!!!!!! конюшня . Робіть висновки і виправлять, усе дуже погано!!!!!!!!!!!!!!!",2.9,10.0,tourist-kharkov.uk.html
ціна,ціна,найбільш не сподобалась ситуація з гарячою водою та душем,5.8,10.0,tourist-kharkov.uk.html
"Якщо поїду в ларьків, знову зупинюся тут","Розташування в центрі міста, наявність гарячої води, Wi-Fi в номері, дуже привітний персонал. При наявності номера заселили раніше. Дуже хороший сніданок. Пропонують ще й комплексні обіди та вечері. Також є ресторан, можна замовити їжу по меню. Кожного дня дають пляшку води в номер.","Фен є, але розетки в ванній кімнаті нема. Це бів номер економ класу.",10.0,10.0,kharkov.uk.html
спати спокійно і в тиші мені не вдалося. в номері була лише пізно ввечері і вночі.,Місцерозташування,постійно чути шум у коридорі і навіть кілька поверхів вище . штори в номері жахливі душова кабіна вся у плісняві шумоізоляція майже відсутня,6.7,10.0,kharkov.uk.html
Чудове розташування.,Чудове розташування . Все добре у номері та ванній кімнаті,"Вікна виходять на вулицю з інтенсивним рухом. Було шумно навіть уночі, незважаючи на склопакети.",9.6,10.0,kharkov.uk.html
"Є все необхідне, включно з феном і капцями.","Є все необхідне, включно з феном і капцями.   Добре, що в номері є крісло і журнальний столик.","Може бути скромно, але сучасно . А тут (стандартний одномісний за 600 грн) - дещо "" вбиті "" паркет, душова кабіна, обшарпана столяра . На ресепшені все стильно, а в номері ніби час давно зупинився.",7.1,10.0,kharkov.uk.html
сніданок чудовий.,сніданок чудовий.,Цінова політика На сайті немає можливості обрати бронювання з включеним сніданком. Сніданок додають до рахунку вже підчас поселення. Дещо неприємно відчувати що тебе намагаються ввести в оману.,8.8,10.0,kharkov.uk.html
"Чудовий зручний номер в центрі Харкова, завжди зупиняюсь в цьому готелі.","Чудове розташування, зручний великий номер, смачний сніданок - шведський стіл з досить різноманітним вибором страв. Інтер'єр в стилі ретро, проте оздоблення сучасне, працює відмінно. В номері є фен, все необхідне для догляду за одягом та взуттям.",Погана шумоізоляція номеру.,9.6,10.0,kharkov.uk.html
Розташований у центрі міста.,Розташований у центрі міста . Уся необхідна інфраструктура в строковій доступності . Помірна ціна.,"Чи то погано прибраний номер, чи то "" линяють "" покоївка . У день заселення чуже волосся знаходив на простирадлі, на тумбочці біля ліжка, на рушниках, на умивальнику . Радує, що хоч не коротке й покручені.",8.3,10.0,kharkov.uk.html
"Зручне розташування в центрі міста, близко зупинка...","Зручне розташування в центрі міста, близко зупинка громадського транспорта і станція метро, прибирають номера кожен день, є холодильник і фен в номері","дуже погано працює Wi - Fi, декілька днів взагалі або ен міг підключитись або швидкість була Паро кілобайт в секунду",9.6,10.0,kharkov.uk.html
Я задоволена. Дякую за все. Приємно вражена.,"Чистота, щоденне прибирання!!! Розташування! Персонал.",Зупинилась в економ класі в 1-у номері -відсутність кондиціонера. Жалюзі та вентилятор зробили свою роботу-без них перебування було б дуже не комфортним! Вхідні двері скрипучі.,9.6,10.0,kharkov.uk.html
"Готель в центрі, 2хв до метро Держпром та Університет.","Готель в центрі , 2 хв до метро Держпром та Університет . 15 хв пішки до парку Горького . Жив у одномісні у економії . Номер відгуляв, але чисто . Доволі зручне ліжко . Загалом для відряджень ідеально як на мене.","Персонал не говорить українською . Гул систем охолодження на вулиці--з відкритим вікном трошки заважав, але не несуттєво.",8.8,10.0,kharkov.uk.html
Готель має хорошу локацію.,"Готель має хорошу локацію.  В номері є всі необхідні атрибути (кондиціонер, полки, столи телевізор, туалетні приналежності, біла білизна на ліжку та білі рушники). Персонал на стійкі реєстрації привітний та готовий допомогти. Наявність місць для паркування.","Сніданок в ресторані Континент.  Омлет холодний, вибір овочів, сиру не великий, я б краще рекомендував снідати в іншому закладі (Якщо є можливість по часу)",7.9,10.0,kharkov.uk.html
"Ok, but could be better.","Location is great, Rooms and Ballroom are clean, hotel was Quiet when we were there . Місце розташування, чисто, тихо","Check in - there was a group check in before us (20 + people) and 2 staff members Couldn't deal with them for 30 minutes, it was just Chaos . Desk lady Irina was particular Friendly . When booking via booking . com the Rooms are more Extensive and Breakfast is not included . but according to the hotel price list my room was Cheap and including Breakfast . I'll make a Component to booking . com . Rooms have Falcon, it's so Ruin that it seems it will fall down, and the Worse - there was no secure lock for the kids at all . Ask for a room without Falcon . Заселення - 2 працівниць не могли поселити групу з 30 ти людей, що була перед нами . Замість того щоб 1 людина зібрала паспорти і зробила все, вони створили хаос, ми з дітьми чекали 30 хвилин, а працівниця Ірина ще й показово мене ігнорувала і вела себе некоректно . Нема сніданку і номери дорожчі якщо бронює через сайт booking . com . В самому готелі на ціннику номери дешевші і сніданок включений . поскаржився на це до booking . com . Балкон - в номері 303 він був в аварійному стані, я подорожувала з малими дітьми, і ніякого замку від дітей на балконі не було",7.9,10.0,kharkov.uk.html
