title,pos_text,neg_text,ratingValue,bestRating,hotel
Перово!,"Зручне розташування, свіженькі та сучасні номера, зручний душ, хороші сніданки",Шкода що були на одну ніч),10.0,10.0,wine-amp-pillow.uk.html
Розташування.,Розташування...ввічливий персонал....завжди раді допомогти ....миттєве вирішення питань....ціна БОМБА...для Одеси та в такому місці...,Промовчу,8.3,10.0,wine-amp-pillow.uk.html
"Кімнатна з вікном, яке виходить у коридор.",Nan,"Кімнатна з вікном, яке виходить у коридор.",5.8,10.0,wine-amp-pillow.uk.html
Готель в самому серці Одеси,"Місцерозташування, чистота, смачні сніданки, комфортні умови",Nan,10.0,10.0,wine-amp-pillow.uk.html
"Якщо керівництво і адміністрація не приймуть міри, через деякий час готель перетвориться із перлини в минулому році, в щ","Привітний персонал завжди готовий прийти на допомогу. 
Шкода, але за рік стан готеля суттєво!!! погіршився!!","Грибок на стінах, конкретно в номері 202 . Розетка з вимикачем на стіні в небезпечному вигляді висить на дротах в номері 202 . занадто шум вночі із - за того, що номери всі знаходяться в проході . Досить гучно.",8.3,10.0,porto-franco.uk.html
Супер!!!,"В цьому готелі були вперше... Враження залишилися найкращі, чистий, затишний готель, дуже привітний персонал. На першому поверсі є своє кафе з різноманітним меню. В ньому ми обідали, вечеряли та снідали. Їжа дуже смачна. В цей готель хочеться повернутися ще.",Nan,10.0,10.0,porto-franco.uk.html
Номер зручний.,Номер зручний. Доволі привітний персонал. Гарне розташування. Смачний сніданок на вибір. За додаткові гроші можна й вечерю замовити.,"На сніданок можна обрати або сік, або каву . Причому кава несмачна . Телевізор у номері працював дуже погано, тож не вдалось нормально подивитись гру збірної України з Португалією 14.10.1975",7.9,10.0,porto-franco.uk.html
ПОГАНИЙ ВІДГУК((((,Nan,"після того як ми вселилися, зняли кошти з картки гроші за продукти з міні-бар які ми не вживали, адміністратор нічим не допоміг, повернути гроші відмовилися, залишилися неприємні враження, бронювали цей готель неодноразово, така ситуація вперше (( (втратив готель постійних клієнтів, більше бронювати в цьому готелі не будемо і нашим друзям які по роботі бувають теж в Одесі не будемо радити цей готель",4.2,10.0,porto-franco.uk.html
"Чисто та комфортно
","Чисто та комфортно
Дуже гарний душ і гаряча вода без ліміту","Дуже шумний район
Погана звукоізоляція
Постояльці дуже шумлять, а адміністрація нічого з цим не робить",6.7,10.0,porto-franco.uk.html
Класний готель за таку ціну.,"Класний готель за таку ціну . Номери чисті та нові . У номері є все необхідне (гель, шампунь, зубна паста та щітка, полотен, тапки). Номер 100% відповідає фотографіям.",Nan,9.6,10.0,porto-franco.uk.html
Чудовий готель,"Все на дуже високому рівні, зі смаком, чисто. Дуже сподобалось. Прекрасний варіант зупинитися для огляду міста. До центру зв 20 пішки. Хороший вибір сніданків, смачна кухня. Стильний інтер'єр, дуже чисто, персонал привітний.","Дівчинка - офіціант в пабі, де проходять сніданки для гостей, досить груба, неприємно було спілкуватися",10.0,10.0,porto-franco.uk.html
Гарний варіант під час відрядження,Чудовий готель. Гарний сніданок. Для розміщення під час відрядження - нормальний варіант.,"При заселенні у 506 номер, з душової кімнати йшов неприємний запах. Без проблем замінили на інший номер, але потім переселяли двічі, бо ті номери теж були заброньовані. Така екскурсія по номерах залишила неприємні враження.",9.6,10.0,porto-franco.uk.html
"гарно, рекомендую","сніданки були смачними, різноманітними . близкість до залізничного вокзалу - можно пройти і пішки . Поруч є супермаркет (5 хв). Ввічливі адміністратори.",Вікна виходили на вулицю - дуже заважає.,7.9,10.0,porto-franco.uk.html
"Отель недалеко від центру міста, поряд є кафе і магазини.","Отель недалеко від центру міста, поряд є кафе і магазини. Інтер'єр приємний, чисто. Сніданки смачні, але не всі із заявлених в меню були в наявності.","Заявленої парковки немає - місце для трьох машин на тротуарі перед входом важко назвати парковкою.
Вид з вікна у двір, завалений сміттям, просто вражає!
Звукоізоляція в номері відсутня- чутно все, що відбувається і в коридорі, і в сусідніх номерах.",7.1,10.0,porto-franco.uk.html
Очікували кращого,"Стильний номер, є всі зручності.",Були проблеми з кондиціонером; при вході була дуже липка підлога . Для того щоб відкрити гардероб треба було перенести тумбу бо просто не було місця; довелося самим заправляти підкову і в процесі цього помітили плями на ковдрі . Під час сніданку (який входив у вартість) гостей які прийшли пізніших нас (іноземці) обслужили набагато швидше.,6.7,10.0,porto-franco.uk.html
"Готель новий, все у гарному стані.","Готель новий, все у гарному стані. Парковка на тротуарі біля готелю.","У номерах майже відсутня шумоізоляція. Було добре чути, як говорять люди у сусідньому номері. Поверхом вище в один із днів святкували весілля. Це жах.",6.7,10.0,porto-franco.uk.html
"В номері чисто, рушники змінюють, хороший гігієнічний набір,...","В номері чисто, рушники змінюють, хороший гігієнічний набір, є кондиціонер. Доволі близько від вокзалу та центру.","При заїзді вночі, близько 24 ї години, зустріли в номері покоївку . Не критично, але неприємно . Замість двоканального ліжка – два однодольних зсунути . тости на сніданку постійно сухі.",7.1,10.0,porto-franco.uk.html
Гарний готель з чудовим рестораном ,"Без нарікань можна домовитись про ранній заїзд чи пізній виїзд. Можна залишити речі якщо приїхали дуже рано та зачекати у ресторані. Чисто і охайно, гарний інтер'єр та свіжий ремонт. Персонал розмовляє англійською. Є ліфт!","В номерах з вікнами на вулицю дуже шумно . Чути кожне авто, трамвай проїжджаючи повз готелю . Не найкращий район міста, але це не проблема готелю.",9.2,10.0,porto-franco.uk.html
Зручне розташування для прогулянок по місту.,Зручне розташування для прогулянок по місту. Приємний персонал.,"Вікно номера виходило на стіну, внизу весь час курив персонал і весь дим був в номері. Дуже погана звукоізоляція в номері, всю ніч грохот і крики нетверезих сусідів. Сток в душі треба би прочистити. Сніданки є не всі, що заявлені.",6.3,10.0,porto-franco.uk.html
"Дуже гарний готель, як на свої гроші.","Великий, просторий номер. Сніданки дуже гарні, є на різні смаки. Дуже ввічливе обслуговування. Чистота на належному рівні. В номері є все необхідне, навіть одноразові зубні щітки. Велика душова кабіна.","Трохи не вистачало світла в кімнаті . Найголовніший мінус - звукоізоляція між кімнатами . У нас був 5 поверх, мансарда, було чутно як в сусідньому номері розмовляють, навіть не дуже голосно . парковки, як танкової немає . Біля готелю можна зіткнутись на тротуар приблизно 6-7 машинам . Далі від готелю ставити не раджу, все таки центр Молдаванки.",9.2,10.0,porto-franco.uk.html
Чудовий готель для комфортного перебування,"Класний готель! Близько до центру та вокзалу. Кімнати світлі і просторі. Дуже смачні сніданки, особливо французький! Рушники міняли регулярно, в номерах прибирали гарно. Так як це було відрядження, усі необхідні документи адміністрація надала.","Були проблеми із очікуванням та замовленням сніданку . Більшість людей замовляли французький, і о 9 годині (сніданок був з 8) його уже могло не бути . Коли попросили замінити на "" фітнес "" - сніданок, то не виявилось йогурту...В годину - пік офіціанти не можуть впоратись із напливом клієнтів, іноді бувають накладки ...",9.6,10.0,porto-franco.uk.html
"В цілому, хороший готель, зручне розташування. Рекомендуємо.","Готель створений у старому будинку в центрі Одеси, недалеко від основних пам'яток Одеси. Безкоштовна парковка - на тротуарі біля входу в готель, або приватна неподалік за 30 грн. Дизайн готелю хороший, є ліфт, чисто, прибирають щодня. Шампунь, гель для душу, зубні щітки, зубна паста. Сніданок на шостому поверсі з 8 до 11 години. Перший день ми прийшли пізно на сніданок - їжа закінчилась, довелось почекати, поки принесуть. На другий день - прийшли раніше, всього вистачало, смачно.","замовляли два номери, один виходив на шумно вулицю і мав запах сирості . Без проблем поміняли на інший - з вікнами на тиху вулицю . Дякуємо.",8.8,10.0,porto-franco.uk.html
Варіант на 1 ніч,"Номер досить великий, фактично складався з вітальні, ванної кімнати та власне спальні . Є ліфт . Є ресторан . Персонал переважно доброзичливий, прохання побажання враховували.","Номери розташовані дуже близько одне до одного . Чути все і звідусіль . галасливі іноземці не дали поспати, зранку дуже голосно розмовляючи і гукаючи дверима . Досить прохолодно . Ліжко низьке та незручне . Незважаючи на можливість вибору сніданку, його якість була жахливою, наслідки не змусили себе довго чекати.",5.4,10.0,porto-franco.uk.html
"Непогано, але є куди рости",Дуже зручно що поруч є заклад де можна поїсти з зручними годинами роботи. Доволі близько до туристичних місць.,"Погана звукоізоляція. Відсутність парковки, хоча в описі зазначено що вона є ( насправді пропонується залишати автомобіль на тротуарі перед входом, що доволі дивно). Проте, адміністратор підказав де ще є парковка. Ванна могла б бути і чистішою ( в душі був ковпачок від шампуню, який не прибрали після попередніх відвідувачів).",8.8,10.0,porto-franco.uk.html
Зручний і комфортний готель. Гарне розташування. Паркінг поруч. Приємний і ввічливий персонал.,Гарний сніданок у барі . Є можливість обрати один з декількох варіантів.,Готель знаходиться біля шумно розв'язки . Не підходить для тих хто хоче виспатися.,9.6,10.0,porto-franco.uk.html
"Бізнес-готель доволі непоганого рівня і точно перевершить очікування, якщо хтось потрапить вперше.","Неподалік від центральної частини міста. Зубна щітка і паста в номері - це приємно здивувало, так як не взяв з собою у відрядження і планував купувати вже на місці :)","На сніданок 200 мл напою, мабуть, мало.",9.2,10.0,porto-franco.uk.html
"Дуже приємна дівчина на рецепції, зі знайомства з якою і...","Дуже приємна дівчина на рецепції, зі знайомства з якою і склалось хороше враження про готель :). В обидва дні перебування нам на прохання приготували сніданок раніше, ніж відкривається ресторан, тому ми залишились повністю задоволені.",Nan,10.0,10.0,porto-franco.uk.html
"Для Одеси - нормально, але до рівня Європи не дотягує","Гарний інтер'єр, хороший WiFi, smart TV, ціна.","Не сподобалася шумоізоляція . Все, що відбувається в коридорі, дуже чутно . Також не сподобалася, що в туалеті не ідеально прибрано: в кутку біля унітазу я бачив чиїсь Лобковіц волоски . Крім того, не всі сніданки, що є у меню, були у наявності . Як на мене, не слід пропонувати страви, які неможливо подати.",6.7,10.0,porto-franco.uk.html
Непоганий дизайн номеру та самого готелю.,"Непоганий дизайн номеру та самого готелю. Паб, що знаходиться в будівлі готелю, має приємну атмосферу та смачну їжу. Однак сніданки до цього переліку не входять.","У номері не працювали ліжкові світильники, дуже поганий wi - fi . Коли ми заїхали до номеру - телевізор було не налаштовано . Нам довелося проводити налаштування самостійно . Поганий напір води, а часом - її повна відсутність . Дуже погана звукоізоляція . У душовій кабіні вапняний наліт . Вода, що нам запропонували в номері, містила щось в собі . В ній плавали, мабуть що, залишки накипу з чайнику . сніданки не сподобались.",5.0,10.0,porto-franco.uk.html
"Хороше поєднання ціна-якість, вцілому все сподобалось","В готелі привітний персонал, чисто, номер світлий, смачні сніданки.","Звукоізоляція відсутня, в номері чути все про що говорять і чим займаються сусіди...))В душовій повільний (забитий) сток",7.1,10.0,porto-franco.uk.html
хороший готель за свої гроші. коли усунуть дрібні недоліки -- буде один з найкращих.,"чудовий, чемний персонал. Свіжий ремонт, прекрасний дизайн, вишукано, просто і зі смаком. Сподобався балкончик в номері. дуже зручне розташування. надзвичайно чисто. смачні сніданки.","звукоізоляцію від вулиці слід покращити, вікна виходять на жваве перехрестя . Можливо, слід використати акустичне заміноване скло, або всепоглинаюча плівку на скло . Напір гарячої води був солонуватий.",9.2,10.0,porto-franco.uk.html
"Чудовий готель зі зручними номерами, дуже чисто, є все...","Чудовий готель зі зручними номерами, дуже чисто, є все необхідне для комфортного перебування . В номері сучасний санвузол та Смарт ТВ . Окрема бодяга за зубні щітки, якраз свої забули) привітний персонал запропонував нам переїхати на інший поверх через шум від святкування корпоративу.",На Смарт ТВ погано завантажувалися відео.,9.2,10.0,porto-franco.uk.html
Це один з найкращих готелів у моєму списку!,"Це один з найкращих готелів у моєму списку! Все на найвищому рівні . Бездоганно чисто . комфортні ліжка, ковдри та подушки . Дуже зручне обладнання в номері . Тепло так, що довелося спати з відчиненим вікном (у грудні, доречі). Смачний сніданок . Місце для парковки . привітний персонал . Особливо порадувала ціна.","Маленьке нарікання щодо звукоізоляції. Але це скоріше до гостей, яки дуже гучно поводилися в коридорі, ніж до господарів.",10.0,10.0,porto-franco.uk.html
"Мені сподобалось, ще повернусь.","Новий, чистий готель, красивий інтер'єр, привітний персонал . Сніданок виявився дуже смачним . На першому поверсі є паб в якому смачно готують.",Було трішки чути вихлопними газами з вулиці в номері.,9.6,10.0,porto-franco.uk.html
"Чудовий готель, гарна локація, приємний персонал, та дуже...","Чудовий готель, гарна локація, приємний персонал, та дуже смачний сніданок, якість в кілька разів перевищує ціну, раджу!","Дуже тонкі стіни, дуже чути сусідів які голосно слухають телевізор :)",10.0,10.0,porto-franco.uk.html
Номера прекрасні. Кухня ресторану - жах.,затишні і чисті номера,"Ресторан новий, комфортна атмосфера, приємно посидіти за чашкою чаю . Кухня - жахлива, страви не відповідають опису зазначеному в меню . стейк - це шматок не свіжого порушеного мяса, а не гриль на який Ви очікуєте ....",10.0,10.0,porto-franco.uk.html
Нові чисті та теплі номери.,"Нові чисті та теплі номери. Непогане розташування. Хороший wi-fi у номерах.  Також на першому поверсі є паб, у якому можна замовити послугу room service.",Сніданки непогані.  У номерах не вистачає стільця.  Погана шумоізоляція між номерами.,9.2,10.0,porto-franco.uk.html
В загальному все супер,"Сніданки чудові. Персонал чуйний та привітний. Чистота в номері, наявність всіх необхідних туалетних предметів, прибирання кожен день. Ліжка зручні, матраци м'які, ортопедичні. Враження приємні.","Погано працювала витяжка, тому запахи з туалету та пара після душу заходили в кімнату, але це швидко висвітлювалося.",9.2,10.0,porto-franco.uk.html
"Рідко пишу відгуки, але цей готель залишив дуже приємні...","Рідко пишу відгуки, але цей готель залишив дуже приємні враження . Зовсім новий готель , 10 зх пішки від центру . Дуже чисті, стилізовані кімнати! Дуже гарних ліфт . приємний персонал, який намагається зробити ваше перебування максимально комфортне! Нам пощастило через те, що майже кінець сезону та нам навіть дозволили, залишитись трошки довше до 16.00 . Свого паркінгу у них немає, але поруч знаходиться громадська парковка . Дуже зручне розташування для звізду та виїзду з Київської траси! )",Nan,10.0,10.0,porto-franco.uk.html
Приємний відпочинок.,"Чистота, в готелі все нове - меблі, інтер'єр, постільна білизна . Гарний ліфт) )) одноразові шампуні чудові, одноразова зубна щітка та зубна паста . затишно . Приємний відпочинок, привітний персонал.",Nan,10.0,10.0,porto-franco.uk.html
Чудово,"Готель повністю з новим ремонтом, чистота на найвищому рівні, прибирають майже кожен день, плюс заміна рушників, постільної білизни.",Звукоізоляція стін,9.6,10.0,porto-franco.uk.html
"Якщо буде потрібно зупинитися в Одесі,  я буду знати де)",Дуже зручне розташування. В номері було чисто та зручно. Все сподобалось,Нарікання немає. Так тримати!,9.6,10.0,porto-franco.uk.html
Шикарний ліфт ,Шикарний ліфт Комфортний номер Привітні працівники Смачні сніданки Найкращий готель зі всіх в яких я був,Навіть незнаною,10.0,10.0,porto-franco.uk.html
Все супер,Все супер,Все супер,10.0,10.0,porto-franco.uk.html
Зупиняюсь тут не вперше - завжди на високому рівні.,Зупиняюсь тут не вперше - завжди на високому рівні.,Пізно ввечері не було гарячої води (лише трохи тепла). Але зранку все налагодилося.,8.3,10.0,porto-franco.uk.html
Смачний сніданок.,Смачний сніданок.,Погана звукоізоляція. Вночі дуже чутно шум машин з вулиці і музику знизу.,6.7,10.0,porto-franco.uk.html
Розташування,Розташування,"Якість ліжка - занадто м'яке, але це справа звички . Погана звукоізоляція між кімнатами.",8.3,10.0,porto-franco.uk.html
Усім залишилися дуже задоволені!,Усім залишилися дуже задоволені!,Nan,10.0,10.0,porto-franco.uk.html
"все сучасно, інтер‘єр супер, сніданки смачні","все сучасно, інтер‘єр супер, сніданки смачні",Nan,8.3,10.0,porto-franco.uk.html
Паб на першому поверсі та тераса на шостому.,Паб на першому поверсі та тераса на шостому.,Nan,10.0,10.0,porto-franco.uk.html
Сніданок,Nan,Сніданок,7.1,10.0,porto-franco.uk.html
"Чисто, близко к центру.","Чисто, близко к центру.",шумоізоляція.,8.3,10.0,porto-franco.uk.html
"Все сподобалось, враження самі приємні, персонал привітний,...","Все сподобалось, враження самі приємні, персонал привітний, залишився задоволений перебуванням в готелі.",Nan,9.6,10.0,porto-franco.uk.html
"шум дороги, ресторану",Nan,"шум дороги, ресторану",7.5,10.0,porto-franco.uk.html
Чистота,Чистота,Безлад у внутрішньому дворі і шум у коридорі починаючи з 8 год. Рану,6.7,10.0,porto-franco.uk.html
Відсутність стоянки авто,Nan,Відсутність стоянки авто,9.2,10.0,porto-franco.uk.html
хотілося щоб покоївки краще прибирали у номері.,Nan,хотілося щоб покоївки краще прибирали у номері.,7.9,10.0,porto-franco.uk.html
Все чудово,Все чудово,Nan,9.6,10.0,porto-franco.uk.html
Задоволені відпочинком.,"Обслуговування чудове, умови хороші, їжа смачна, розташування супер.",Чути музику з пабу у номері.,10.0,10.0,porto-franco.uk.html
Звукоізоляція.,Nan,Звукоізоляція..,7.9,10.0,porto-franco.uk.html
+,"гарний чистий номер, все на вищому рівні",мінусів не знайшов,10.0,10.0,porto-franco.uk.html
Ввічливий та привітний персонал.,Ввічливий та привітний персонал. Чисто. Затишний та гарний номер.,Nan,9.6,10.0,porto-franco.uk.html
Новий готель в центрі міста,"Все нове, дуже чисто і класний дизайн",-,10.0,10.0,porto-franco.uk.html
"Дуже гарний новий  готель,
","Дуже гарний новий  готель,
обслуговування на вищому  рівні.
Все сподобалося. Дякуємо",Nan,10.0,10.0,porto-franco.uk.html
Класно!,"Хороший готель, непоганий сніданок. Все сподобалося!",Nan,9.2,10.0,porto-franco.uk.html
Новий непоганий готель!,"Новий непоганий готель! Чистота, Кодень день прибирають якщо на пару днів залишитись!",Nan,10.0,10.0,porto-franco.uk.html
"Чудовий готель в історичному центрі міста, рекомендую.","замовила номер стандарт . Отримала чудовий просторий номер з балконом на Пушкінську . В готелі було тихо, в номері затишно та тепло . В дворі є паркомісце . В номері якісна білизна, полотен, шампунь, мило, санітарні набори та тапки . Ввічливий персонал.","Сніданок розташований в кафе за 150м.  Трішки потерті меблі, але це дрібниці.",8.8,10.0,metro-apartments.uk.html
Чудове розташування комфортного готелю,"Чудове розташування готелю - центр міста, все в пішій доступності! Водночас, не було чути шуму - вулиця доволі спокійна. Чудова старовинна будівля, дуже гарно все зроблено, мармурова підлога та стіни. Парковка в закритому дворику.  В номері всі зручності, навіть халати і капці.   Персонал дуже привітний.  Приємне співвідношення ціни та якості.","Будівля дуже гарна, але підніматися з валізами нагору було важко . матраци на ліжках були трохи жорсткі (навіть для нас, при тому що м'які матраци ми не любимо).",10.0,10.0,metro-apartments.uk.html
"Розташування, чистота, персонал, вид із вікна на Пушкінську або в затишний дворик - все на висоті!","Сніданок смачний, але ось майже 4 роки не змінний. Чистота в номерах, розташування, чуйний персонал, набір в номерах для ванної кімнати, є тапки та халат) Меблі нові, постільна білизна також дуже чисто. В одному із номерів був запах каналізації - на наступний день по запиту без проблем переселили в інший номер.","Не сподобалося те, що був запах каналізації у ванній кімнаті у одному із Номерв, але без питань переселили в інший номер на тому ж поверсі.",8.8,10.0,metro-apartments.uk.html
"Я розчарований, навіть принципово найшов їсти, хоча він включений у вартість проживання",Nan,"Відсутність безкоштовної мінеральної води, тверде ліжко, та консьєрж який навіть старався мені пояснити де ресторан . При заповнені документа при реєстрації він подав мені бланк, я його заповнив до кінця, а консьєрж повідомив що потрібно було заповнити лише прізвище та ім'я.",5.0,10.0,metro-apartments.uk.html
"Місце розташування,персонал та чистота в готелі!","Місце розташування,персонал та чистота в готелі!",Відсутність вікна в номері та балкону.,8.8,10.0,metro-apartments.uk.html
Комфортне ліжко.,Комфортне ліжко. Затишне помешкання,Nan,7.9,10.0,metro-apartments.uk.html
Близько до центру.,Nan,Близько до центру. Ввічливий персонал,10.0,10.0,metro-apartments.uk.html
"Сусіди, які кричали до 00:00 і не давали спати.",Nan,"Сусіди, які кричали до 00:00 і не давали спати. А в іншому все супер",9.2,10.0,metro-apartments.uk.html
Супер!!!,Все чудово! Рекомендую!!!,Nan,10.0,10.0,metro-apartments.uk.html
сніданки,Nan,сніданки,10.0,10.0,metro-apartments.uk.html
"Велика кімната, з атрибутами гарного готелю.","Велика кімната, з атрибутами гарного готелю . Паркінг у дворі . привітний персонал.","звукоізоляція між номерами відсутня . Чийсь секс, музика, Пьяніч сварки чи відхід до вітру чутно наче поруч . Сніданок - це талон на 70 грн в один з ресторанів за 400 м від готелю . На 70 грн можно придбати лише вівсяну кашу . В номері був присутній стійких запах каналізації.",7.5,10.0,metro-apartments.uk.html
Сподобалось майже все.,Сподобалось майже все. Від персоналу до всіх дрібниць у номері.  Можна виділити Кафе в якому проходять сніданки.,"За час нашого проживання, на протязі 3-х днів, не було гарячої води . Цю провину можна покласти на місцеві проблеми водоканалу, але розмістити бойлера в готелі для таких ситуацій було б дуже правильним.",9.6,10.0,metro-apartments.uk.html
Хороше місце розташування.,"Хороше місце розташування. Вишукані інтер'єри в класичному стилі, просторі та чисті номери. Рекомендуватиму своїм знайомим.",Пізня реєстрація заїзду.,9.2,10.0,metro-apartments.uk.html
Відпочинок видався вдалим.,Відпочинок видався вдалим. Отримали багато позитивних емоцій. Дякую!,Не сподобалось прибирання в номері. Під ліжком пил який не прибирали більше року. Прибирання номера тільки за вимогою.,8.8,10.0,metro-apartments.uk.html
Чудове розташування в самому серці Одеси: 10 хвилин до...,"Чудове розташування в самому серці Одеси : 10 хвилин до Дерибасівської та Оперного театру, більша половина ресторанів одеського топ -20 TripAdvisor в межах 15-20 хвилин пішки . Паркінг у дворі під відеонаглядом . Уважний персонал . Просторий та комфортний номер.","Сніданок не шведський стіл, а ваучер на 70 грн. на відвідування сусіднього кафе, в якому більшість варіантів сніданку коштують більше 70 грн. Хоча слід віддати належне - готують смачно, відмінний сервіс. Високі сходи при відсутності ліфта - для нас це не було проблемою (більше того, портьє допоміг підняти речі на третій поверх при поселенні), але слід враховувати людям з обмеженою рухливістю",9.6,10.0,metro-apartments.uk.html
"Для меня очень важна чистота номера, здесь я получила всё!","Для меня очень важна чистота номера, здесь я получила всё! сантехніка, Пол - всё в ідеальному состоянии . сперва думала, что Матра очень жесткий, но с утра проснулась невероятно отдохнуть, так что и это оказалось плюсом! Отель в центре, персонал Сметливый . Было очень приятно, когда молодой человек встретил у самого входа и помог донести сумку до номера.","Немного расстреляли, что 2 кровати были минуты в одну и по центру было очень неудобно лежать, но это сущих пустяк, если оценивать отель целом.",10.0,10.0,metro-apartments.uk.html
"розташування готелю, чистота та облаштування номера, гарний...","розташування готелю, чистота та облаштування номера, гарний сніданок, безкоштовне паркомісце",Nan,9.6,10.0,metro-apartments.uk.html
"талантливый персонал, готовы помочь.","талантливый персонал, готовы помочь . Очень тихо, чисто, аккуратно и со укусом.",низка скорость WI - FI . Отсутствие холодильника (министр не считается).,9.6,10.0,metro-apartments.uk.html
немає парковки і не попередили,Nan,немає парковки і не попередили,9.2,10.0,monika-apart.uk.html
"Дизайн у помешканні неймовірний, поєднання білого та...","Дизайн у помешканні неймовірний, поєднання білого та зеленого додали спокою в наше перебування . Дуже чисто, також можна було скористатись білими палатами, що не завжди зустрічається у готелях . Прекрасне розташування , 500 метрів до Дерибасівської.",Все прекрасно.,10.0,10.0,city-bortoli.uk.html
Все чудово.,Все чудово . За свої прощі - супер . Особливо дякую персоналу - нам потрібно було поїхати з готелю на день раніше - то без проблем повернули кошти за 1 день . Дякую . Головне - завчасно попередити.,Nan,10.0,10.0,city-bortoli.uk.html
Зручне розташування готелю.,"Зручне розташування готелю . Є парковка . привітний персонал . Стильно та сучасно виглядає, приємно в ньому знаходитись та відпочивати . Є все для перебування . Не стоять на місці, покращують сервіс та додають нові пелюшки (були півроку назад, тому є з чим порівняти).","Все чудово. Лише рекомендувала б готелю звернути увагу на чистоту вікон в номері. А так, в усіх інших локаціях все достатньо чисто та охайно. Дякую!",9.6,10.0,city-bortoli.uk.html
"Сподобалось місцерозташування, чистота, дизайн та ціна.","Сподобалось місцерозташування, чистота, дизайн та ціна.","На жаль не було безкоштовної громадської парковки  на території готелі, як це було вказано на booking, парковка на придорожній смузі біля готелі. Два дні в душі була не морозна, оскільки тепла погода, але холодна вода, адже персонал не знав, що в нашому номері (5) при встановленні сантехніки переплутали гарячу і холодно воду. (Холодна-наліво; гаряча -направо).",8.3,10.0,city-bortoli.uk.html
Все супер!,"Зручне розташуванні, привітний персонал та неймовірно чисті і зручні номери . В нас був делюкс - навіть при невеликій площі всі необхідні речі знаходяться на своїх місцях . Дуже сподобались - робоче місце, задекларована стеля та компактне рішення з душовою кабіною . одим словом і для Інстаграм є де запалити фотки, і відпочити з комфортом, і кафешки в центрі поряд) )",Все ідеально) круто було б щоб приятелі працювала кафешки з кухнею) ),10.0,10.0,city-bortoli.uk.html
