,pos_summary,neg_summary
alaska.uk.html,"['зручне ліжко' 'чиста ванна' 'чисто затишно' 'тихий спокійний'
 'приємний персонал' 'місце розташування' 'співвідношення ціна']","['двері номер' 'ванній кімнаті' 'гарячу воду' 'залишає бажати'
 'попередніх мешканців' 'присутній запах' 'номері відсутній']"
luxury-apartments-arena-guliver.uk.html,"['номер хороший' 'красиво затишно' 'відмінне місце' 'місце розташування'
 'персонал ввічливий' 'персонал чисто' 'вищому рівні']",['довелося спати' 'першу ніч']
mega-city-kyiv1.uk.html,"['затишний номер' 'чистий затишний' 'зручна транспортна' 'всі зручності'
 'привітний персонал' 'свіжий ремонт' 'зручне розташування']","['знайти готель' 'спати неможливо' 'шум дороги' 'душової кабіни'
 'відсутність кондиціонера' '500 грн' 'сусідній кімнаті']"
apart-basseynaya.uk.html,"['чистий номер' 'центр міста' 'чисто зручно' 'місце розташування'
 'привітний персонал' 'комфортного проживання' 'зручне розташування']","['номер брудний' 'ванній кімнаті' 'питної води' 'біля ліжка'
 'потребує ремонту' 'води номері' '39 їзді']"
sky-view-kyiv-railway-station.uk.html,"['комфортний номер' 'зручне місце' 'готель чудовий' 'чисто комфортно'
 'привітний персонал' 'прекрасний вид' 'зручне розташування']","['двері туалет' 'вода тепла' 'ванній кімнаті' 'вхідних дверей'
 'ванній кімнаті' 'номері прохолодно' 'відповідає рівню']"
sofievsky-posad.uk.html,"['просторий номер' 'чисто затишно' 'гарний готель' 'хороший сніданок'
 'персонал хороший' 'персонал привітний' 'зручне розташування']","['води душі' 'ванній кімнаті' 'відкритому вікні' 'вартості номера'
 'завищена ціна' 'неприємний запах' 'роз 39']"
summit-apart.uk.html,"['комфортний номер' 'центр міста' 'місце розташування' 'затишно хороший'
 'номері тепло' 'привітний персонал' 'розташування чуйний']","['вхідні двері' 'поверх ліфта' 'відсутність шумоізоляції' 'важко знайти'
 'погана шумоізоляція' 'сусідньому номері' 'чутно відбувається']"
sherborne.uk.html,"['номер затишний' 'номери великі' 'гарне місце' 'приємний чуйний'
 'привітний персонал' 'лякливий персонал' 'розташування шикарне']","['відсутність ліфта' 'відсутність ліфта' 'вода душі' 'маленький телевізор'
 'поверсі ліфта' '39 їзді' 'пів ночі']"
alaska-fox.uk.html,"['чайник посуд' 'тепло чисто' 'номері тепло' 'чисто затишно'
 'приємний персонал' 'хвилинах ходьби' 'розташування зручне']",['працював телевізор' 'сайті вказано']
raziotel-kyiv.uk.html,"['комфортний номер' 'чисті номери' 'чисто затишно' 'хороший дизайн'
 'привітний персонал' 'хороший сніданок' 'розташування зручне']","['питної води' 'ванній кімнаті' 'відсутність чайника'
 'погана звукоізоляція' 'номері чайника' 'холодно номері' 'деяких номерах']"
asteri.uk.html,"['номер просторий' 'зручне місце' 'затишно чисто' 'гарний сніданок'
 'сніданки персонал' 'персонал привітний' 'зручне розташування']","['запах каналізації' 'відкритими вікнами' 'ванній кімнаті'
 'тапочок номері' 'маленька парковка' 'запах ванній' 'неприємний запах']"
hostel-comfort.uk.html,"['прекрасний номер' 'хороший затишний' 'чисто затишно' 'персонал супер'
 'хороший персонал' 'персонал привітний' 'співвідношення ціна']","['гарячої води' 'залишає бажати' 'цілу ніч' 'вхідних дверей' 'номері чути'
 'телевізор номері' '39 їзді']"
obolon-sky.uk.html,"['номер чистий' 'зручне ліжко' 'ввічливий персонал' 'затишно чисто'
 'гарний вид' 'шикарний вид' 'чудове розташування']","['складно знайти' 'заважало спати' 'ремонтні роботи' 'постійний шум'
 'запах ванній' 'неприємний запах' 'погано працює']"
vozdvyzhensky-boutique.uk.html,"['гарний готель' 'місце розташування' 'хороший сніданок'
 'прекрасні сніданки' 'привітний персонал' 'ввічливий персонал'
 'гарне розташування']","['маленький номер' 'біля ліжка' 'запах сигарет' 'чути відбувається'
 'розеток номері' 'запах номері' 'запах номері']"
victorya.uk.html,"['номер чистий' 'номери просторі' 'хороший ресторан' 'зручне місце'
 'приємний персонал' 'чуйний персонал' 'привітний персонал']","['номер вікон' 'прокурений номер' 'номері запах' 'двері ванну'
 'неприємний запах' 'чайника номері' 'запах сигарет']"
hyatt-regency-kyiv.uk.html,"['номер зручне' 'зручно розташований' 'чисто затишно' 'чудовий сніданок'
 'ввічливий персонал' 'гарне розташування' 'розташування відмінне']","['готелю такого' 'незручні подушки' 'вартості номера'
 'працював кондиціонер' 'booking com' 'booking com' 'погано працював']"
mini-otele-luzhevskii.uk.html,"['просторий номер' 'хвилин метро' 'місце розташування' 'чиста постіль'
 'гостинний персонал' 'розташування біля' 'сподобалося розташування']","['знайти готель' 'тонкі стіни' 'душова кабіна' 'кімнаті холодно'
 'запах номері' 'жахливий запах' 'неприємний запах']"
hilton-kyiv.uk.html,"['гарні номери' 'смачна їжа' 'номер чудовий' 'приємний ввічливий'
 'смачний сніданок' 'відмінний персонал' 'ввічливий персонал']","['готелю такого' 'душі вода' 'маленький номер' 'зубної щітки'
 'маленькі кімнати' 'міні барі' 'номері працював']"
city-park-kiev.uk.html,"['готовий допомогти' 'смачна їжа' 'затишний готель' 'сніданок хороший'
 'привітний персонал' 'місце розташування' 'персонал хороший']","['відсутність чайника' 'маленький номер' 'сніданок би'
 'погана шумоізоляція' 'однодольні ліжка' 'звукоізоляція номері'
 'сусідніх номерах']"
sunflower-b-amp-b.uk.html,"['затишний номер' 'зручне місце' 'чисто тихо' 'чистота тиша'
 'хороший сніданок' 'привітний персонал' 'зручне розташування']","['гарячої води' 'довелося йти' 'звукоізоляція чути' 'сусідньому номері'
 'погана шумоізоляція' 'погана звукоізоляція' 'номері погана']"
partner-guest-house.uk.html,"['знаходиться центрі' 'місце розташування' 'чиста постільна'
 'розташування вид' 'чисто охайно' 'привітний персонал'
 'зручне розташування']","['жодного разу' 'двері ванну' 'прокурений номер' 'жахливий запах'
 'номері погано' 'довелося чекати' 'погано працював']"
west-park.uk.html,"['чистий номер' 'хороший готель' 'смачна їжа' 'смачний сніданок'
 'чисто затишно' 'привітний персонал' 'зручне розташування']","['гарячої води' 'води душі' 'маленький номер' 'довелося чекати'
 'сусідньому номері' 'звукоізоляція чути' 'слабкий натиск']"
mini-ghotiel-na-pozniakakh.uk.html,"['номер комфортний' 'зручне місце' 'готель зручне' 'тепло затишно'
 'зручно чисто' 'співвідношення ціна' 'зручне розташування']","['гарячої води' 'душова кабіна' 'довелося шукати' 'ванній кімнаті'
 'погана шумоізоляція' 'бажати кращого' 'номері чутно']"
bogdan-hmelnytskyi.uk.html,"['хвилин пішки' 'гарне місце' 'співвідношення ціна' 'гарний вид'
 'привітний персонал' 'доброзичливий персонал' 'розташування шикарне']","['ванній кімнаті' 'напір води' 'води душі' 'відсутність холодильника'
 'холодильника номері' 'номері душно' 'погано працює']"
andrieievskaia-mansarda.uk.html,"['чудовий номер' 'затишно чисто' 'місце розташування' 'хороший готель'
 'привітний персонал' 'приголомшливий вид' 'чудове розташування']","['знайти вхід' 'важко знайти' 'гарячої води' 'вхід готель'
 'потребує ремонту' 'працював телевізор' 'номері працював']"
gotiel-quot-art-gotiel-quot.uk.html,"['гарні номери' 'гарний номер' 'приємний персонал' 'приємний чуйний'
 'персонал сніданок' 'привітний персонал' 'розташування зручне']","['вода тепла' 'номер вікон' 'ванній кімнаті' 'оплата готівкою'
 'номері душно' 'неприємний запах' 'цокольному поверсі']"
trias.uk.html,"['просторий номер' 'ліжка зручні' 'чисто приємний' 'хвилин пішки'
 'привітний персонал' 'зручне розташування' 'співвідношення ціна']","['важко знайти' 'сусідній номер' 'матрац ліжку' 'гарячої води'
 'номері холодно' 'погана шумоізоляція' 'неприємний запах']"
fortetsya-hetman.uk.html,"['номер чистий' 'чисто затишно' 'чудовий готель' 'смачні сніданки'
 'привітний персонал' 'зручне розташування' 'співвідношення ціни']","['вода душі' 'іншому місці' 'дивний запах' 'душовій кабіні' '200 грн'
 'запах номері' 'погано працював']"
hostynnist.uk.html,"['номер затишний' 'хороша ціна' 'чисто зручно' 'номері чисто'
 'персонал привітний' 'приємний персонал' 'перевершив очікування']","['вода душі' 'ванній кімнаті' 'двоспальне ліжком' 'номері чайника'
 'холодильника номері' 'складно знайти' 'килимове покриття']"
sovskie-prudy.uk.html,"['акуратний номер' 'номери чисті' 'великий затишний' 'чисто затишно'
 'смачний сніданок' 'персонал привітний' 'зручне розташування']","['гарячої води' 'відсутність фена' 'відсутність ліфта' 'ванній кімнаті'
 'чутно шум' 'шумно номері' 'звернути увагу']"
tiso-aparthotel.uk.html,"['номер просторий' 'зручне місце' 'чисто затишно' 'гарний чистий'
 'привітний чуйний' 'персонал привітний' 'зручне розташування']","['гарячої води' 'довелося шукати' 'звукоізоляція номерами'
 'запах каналізації' 'погана звукоізоляція' 'прохолодно номері'
 'деяких місцях']"
greenstyle.uk.html,"['приємний номер' 'смачна їжа' 'затишні номери' 'чисто тепло'
 'затишне місце' 'привітний персонал' 'смачний сніданок']","['душова кабіна' 'ванній кімнаті' 'хороша сутність' 'погана шумоізоляція'
 'звукоізоляція погана' 'шумоізоляція відсутня' 'звукоізоляція чутно']"
stan-gret.uk.html,"['чистий номер' 'зручне місце' 'хороший готель' 'тепло чисто'
 'чисто затишно' 'привітний персонал' 'зручне розташування']","['маленький номер' 'відсутність холодильника' 'проїжджу частину'
 'шум машин' 'чутно сусідів' 'номері холодильника' 'цокольному поверсі']"
mini-seventh-heaven-on-shorsa.uk.html,"['комфортний номер' 'зручне ліжко' 'затишний чистий' 'сніданок хороший'
 'чисто затишно' 'чуйний персонал' 'зручне розташування']","['знайти вхід' 'напір води' 'тісний номер' 'маленький номер'
 'маленька ванна' 'ванній кімнаті' '39 їзді']"
adler-kiev.uk.html,"['великий номер' 'прийнятна ціна' 'номері тепло' 'місце розташування'
 'готові допомогти' 'привітний персонал' 'готовий допомогти']","['відкрити вікно' 'прокурений номер' 'ванній кімнаті' 'сусідній номер'
 'погана звукоізоляція' 'погане освітлення' 'присутній запах']"
mini-elegant.uk.html,['новий готель' 'затишний чистий'],['тісний номер' 'номер прокурений']
lavilia-kiev.uk.html,"['відмінний готель' 'гарний сніданок' 'відмінні сніданки'
 'персонал смачна' 'привітний персонал' 'співвідношення ціна'
 'місце розташування']","['ліжко двоспальне' 'номері холодильника' 'довелося шукати'
 'погана шумоізоляція' 'слабка звукоізоляція' 'сніданок жахливий'
 'сніданок убогий']"
sunlake-osokorki.uk.html,"['просторий номер' 'чистий просторий' 'чисто затишно' 'хороший матрац'
 'відмінний готель' 'персонал привітний' 'персонал кухня']","['гарячої води' 'знайти готель' 'маленька ванна' 'освітлення номері'
 'ванній кімнаті' 'міні бару' 'пів ночі']"
secret-apartments.uk.html,"['тихо комфортно' 'зручні меблі' 'чисто затишно' 'привітний персонал'
 'язково повернуся' 'вищому рівні' 'чудове розташування']",['гарячої води' 'довелося чекати']
v-s-apart-central-plaza.uk.html,"['кондиціонер холодильник' 'зручне місце' 'місце розташування'
 'центрі міста' 'персонал привітний' 'розташування ціна'
 'зручне розташування']","['гарячої води' 'ванній кімнаті' 'шампуню гелю' 'душовій кабіні'
 'довелося просити' 'жахливий запах' 'номері брудно']"
senator-apartments-maidan.uk.html,"['номер просторий' 'зручне місце' 'номери чисті' 'великий комфортний'
 'місце розташування' 'чемний персонал' 'розташування готелю']","['гучна музика' 'відсутність парковки' 'туалетний папір' 'враження готель'
 'пів години' 'галасливі сусіди' 'єдиний мінус']"
desna-kut.uk.html,"['просторий номер' 'велика ванна' 'затишно чисто' 'затишне місце'
 'хороший сніданок' 'персонал привітний' 'співвідношення ціна']","['гарячої води' 'стіни чутно' 'гелю душу' 'залишає бажати' 'деяких місцях'
 'номер прокурений' 'чайника номері']"
gostinitsa-ekonom-klassa.uk.html,"['транспортна розв' 'місце розташування' 'затишно комфортно'
 'чисто затишно' 'персонал привітний' '39 язка' 'залишилися задоволені']","['одна розетка' 'ванній кімнаті' 'туалетний папір' '300 грн'
 'бажати кращого' 'яко кажучи' 'звернути увагу']"
apart-lake-apartments.uk.html,"['красивий номер' 'затишний тихий' 'нове чисте' 'ідеальна чистота'
 'чисто затишно' 'персонал привітний' 'місце розташування']",['відсутність парковки' 'стіни чути']
and-recreation-complex-vikey.uk.html,"['чистий номер' 'номери хороші' 'закрита парковка' 'хороший сніданок'
 'затишно чисто' 'зручне ліжко' 'персонал привітний']","['ліжко двоспальне' 'вода душі' 'води номері' 'номері холодно'
 'бажати кращого' 'номері шумно' 'кондиціонер працював']"
the-thales-miletus-compact-in-kiev-teremki.uk.html,"['хвилин ходьби' 'хорошому стані' 'комфортно зручно' 'чисто комфортно'
 'хороший ремонт' 'особлива подяка' 'розташування хороше']","['відкрити вікно' 'відсутність гарячої' 'гарячої води' 'шум вулиці'
 'зубної пасти' 'повна відсутність' 'довелося спати']"
manna.uk.html,"['чистий номер' 'затишний готель' 'місце розташування' 'смачний ситний'
 'приємний персонал' 'турботливий персонал' 'гарне розташування']","['одну людину' 'прийняття душу' 'нашому номері' 'бажати кращого'
 'номері холодно' 'вхідних дверей' 'сусідніх номерів']"
karman-kyiv.uk.html,"['номер чистий' 'готовий допомогти' 'хороший сніданок' 'чисто охайно'
 'привітний персонал' 'персонал чистота' 'зручне розташування']","['ванну кімнату' 'душова кабіна' 'скрипучі ліжко' 'стіни чути'
 'чути відбувається' 'погана звукоізоляція' 'номері фена']"
kiev-hotel-rock-wall.uk.html,"['гарні номери' 'зручне місце' 'затишно спокійно' 'гарний вид'
 'привітний персонал' 'привітний доброзичливий' 'зручне розташування']","['21 00' '600 грн' 'гелю душу' 'прокурений номер' 'волосся ліжку'
 'постійний шум' 'вхідних дверей']"
dndud-n-dnndpd-ddeg.uk.html,"['комфортний номер' 'номер чистий' 'номері необхідне' 'смачна їжа'
 'розміщення готелю' 'персонал відмінний' 'ідеальне розташування']","['закритими вікнами' 'спати відкритим' 'відсутність гарячої' 'питної води'
 'ванній кімнаті' 'гелю душу' 'води номері']"
mini-kropivnickogo.uk.html,"['просторий номер' 'центрі міста' 'зручне місце' 'комфортно привітний'
 'чисто затишно' 'привітний персонал' 'зручне розташування']","['двері номер' 'тонкі стіни' 'спальному ліжку' 'стіни чути'
 'заважає спати' 'погана звукоізоляція' 'сусідньому номері']"
amarant.uk.html,"['готель чистий' 'номери нові' 'чисто затишно' 'хороший сніданок'
 'привітний персонал' 'персонал супер' 'місце розташування']","['питної води' 'маленький номер' 'номер вікон' 'бажати кращого'
 'погана звукоізоляція' 'чутно сусідів' 'чайника номері']"
green-hotel.uk.html,"['хороша ціна' 'тихо спокійно' 'чисто тепло' 'затишні номери'
 'співвідношення ціни' 'привітний персонал' 'уважний персонал']","['знайти готель' 'жахливому стані' 'тонкі стіни' '200 грн' 'моєму номері'
 'хороша сутність' 'галасливі сусіди']"
seven-sky.uk.html,"['номер затишний' 'смачні сніданки' 'чисто затишно' 'смачний сніданок'
 'прекрасний персонал' 'чуйний персонал' 'місце розташування']","['складно знайти' 'душова кабіна' 'вхід готель' 'слабкий напір'
 'велика сутність' 'сутність номерах' '39 їзді']"
angel-s.uk.html,"['комфортний номер' 'всі зручності' 'номери великі' 'закрита територія'
 'чисто затишно' 'привітний персонал' 'місце розташування']","['знайти готель' 'важко знайти' 'складно знайти' 'довелося шукати'
 'питної води' 'чайника номері' '39 їзді']"
status-apartments-kiev.uk.html,"['номер комфортний' 'нові меблі' 'гарне місце' 'чисто затишно'
 'чистота персонал' 'привітний персонал' 'шикарне розташування']","['жодного разу' 'важко знайти' 'ванній кімнаті' 'гарячої води'
 'маленький номер' 'запах вогкості' '39 їзді']"
crystal.uk.html,"['номер чистий' 'центрі міста' 'чисто затишно' 'відмінне місце'
 'смачний сніданок' 'привітний персонал' 'шикарне розташування']","['спати відкритим' 'жодного разу' 'маленький номер' 'неможливо спати'
 'чути шум' 'шум машин' 'працював кондиціонер']"
feofaniia-kiyiv.uk.html,"['чистий номер' 'місце розташування' 'гарне місце' 'персонал можливість'
 'приємний персонал' 'співвідношення ціни' 'розташування супер']","['гарячої води' 'номер брудний' 'старі меблі' 'холодно номері'
 'йде ремонт' '39 їзді' 'працював wi']"
bontiak.uk.html,"['номер просторий' 'місце розташування' 'прекрасні сніданки'
 'хороший сніданок' 'готель центрі' 'чуйний персонал'
 'шикарне розташування']","['знайти готель' 'ванній кімнаті' 'маленький номер' 'питної води'
 'номері холодно' 'ціна завищена' 'чутно відбувається']"
diplomat.uk.html,"['просторий номер' 'пішки вокзалу' 'хороший персонал' 'чисто затишно'
 'відмінне місце' 'розташування чистота' 'зручне розташування']",['ключ номера' 'оплата готівкою']
classic-kiev.uk.html,"['чистий номер' 'чисті номери' 'залізничного вокзалу' 'комфортний готель'
 'привітний персонал' 'приємний персонал' 'зручне розташування']","['знайти готель' 'відсутність вікна' 'номер вікон' 'гарячої води'
 'номері вікна' 'номері вікон' 'чутно відбувається']"
hotel-complex-kyiv.uk.html,"['номер хороший' 'гарне місце' 'центр міста' 'центрі міста'
 'персонал привітний' 'сніданок гарний' 'зручне розташування']","['ванній кімнаті' 'одному номері' 'біля ліжка' 'килимове покриття'
 'холодно номері' 'номері фена' 'радянський союз']"
impressa.uk.html,"['затишний чистий' 'затишний готель' 'місце розташування'
 'хороший сніданок' 'привітний персонал' 'персонал розташування'
 'зручне розташування']","['ванній кімнаті' 'питної води' 'довелося дзвонити' 'закритих вікнах'
 'quota номер' 'запах номері' 'номері працював']"
faraon-kyiv.uk.html,"['великий номер' 'номери чисті' 'хороший готель' 'сніданок приємний'
 'персонал чуйний' 'привітний персонал' 'зручне розташування']","['приймати душ' 'повна відсутність' 'душова кабінка' 'матрац ліжку'
 'холодно номері' 'сніданок жахливий' 'незручне розташування']"
adel.uk.html,"['чиста білизна' 'зручний номер' 'номері тепло' 'гарне місце'
 'привітний персонал' 'персонал чисто' 'розташування зручне']","['складно знайти' 'знайти вхід' 'ванній кімнаті' 'номері брудно'
 'запах вогкості' 'чути сусідів' '39 яні']"
villaninna.uk.html,"['номер просторий' 'хвилин метро' 'чистий приємний' 'затишно спокійно'
 'затишно чисто' 'привітний персонал' 'зручне розташування']","['знайти вхід' 'важко знайти' 'першого разу' 'ванній кімнаті'
 'питної води' 'номері холодно' 'номері працював']"
sunday-apart.uk.html,"['комфортний номер' 'чисто затишно' 'місце розташування' 'центр міста'
 'привітний персонал' 'співвідношення ціна' 'зручне розташування']","['гарячої води' 'тонкі стіни' 'ванній кімнаті' 'погана звукоізоляція'
 'розетки біля' 'розеток номері' 'повна відсутність']"
incognito-boutique.uk.html,"['комфортний номер' 'хороший готель' 'чисто затишно' 'розташування готелю'
 'привітний персонал' 'прекрасний персонал' 'зручне розташування']","['гарячої води' 'номер вікон' 'ліжко двоспальне' 'погана звукоізоляція'
 'чути відбувається' 'звукоізоляція номерах' 'цокольному поверсі']"
ineko.uk.html,"['чиста ванна' 'нові чисті' 'тепло номері' 'персонал супер'
 'привітний персонал' 'зручне ліжко' 'чисто затишно']","['гарячої води' 'номер прокурений' 'знайти готель' 'запах каналізації'
 'номері холодно' 'номері прохолодно' '39 яні']"
malien-kaia-gavanna.uk.html,"['гарний номер' 'номери чисті' 'затишне місце' 'тепло затишно'
 'смачний сніданок' 'привітний персонал' 'співвідношення ціни']","['жодного разу' 'чути шум' 'шум дороги' 'запах каналізації'
 'сусідньому номері' 'біля ліжка' 'проблеми гарячою']"
dnnddegnndod-d1.uk.html,"['гарний номер' 'хороший готель' 'чисто комфортно' 'місце розташування'
 'персонал відмінний' 'привітний персонал' 'чуйний персонал']","['вода душі' 'важко знайти' 'ванній кімнаті' 'кондиціонера номері'
 'душовій кабіні' 'одна розетка' 'працював телевізор']"
gotiel-znannia.uk.html,"['комфортний номер' 'хороший готель' 'пішки вокзалу' 'персонал зручне'
 'привітний персонал' 'зручне розташування' 'співвідношення ціна']","['гарячої води' 'сусіднього номера' 'відсутність одноразових'
 'косметичний ремонт' 'запах номері' 'працював телевізор'
 'радянський союз']"
kamelot-kiev.uk.html,"['хороший сніданок' 'чистий санвузол' 'хороші номери' 'тихий затишний'
 'хороший персонал' 'привітний персонал' 'місце розташування']",['таким чином' 'косметичний ремонт']
plutarh-mini-gr-12.uk.html,"['зручні номери' 'затишно тихо' 'хороший персонал' 'привітний персонал'
 'красивий вид' 'гарний вид' 'зручне розташування']","['туалетного паперу' 'гарячої води' 'туалетний папір' '500 грн'
 'працював телевізор' 'сусідніх номерів' 'номері працював']"
gostinitsa-vg.uk.html,['чисті номери' 'персонал привітний'],"['стіни чути' 'тонкі стіни' 'довелося шукати' 'сусідньому номері'
 'косметичний ремонт' 'йде ремонт' 'години ночі']"
domus-1.uk.html,"['чисто затишно' 'хороший готель' 'хороший сніданок' 'готель привітний'
 'привітний персонал' 'відмінне персонал' 'зручне розташування']","['гарячої води' 'маленький номер' 'ванній кімнаті' 'біля ліжка'
 'неприємний запах' 'відбувається коридорі' 'запах сигарет']"
nyvky-plaza.uk.html,"['хороший номер' 'номери чисті' 'велика площа' 'чисто затишно'
 'привітний персонал' 'персонал супер' 'зручне розташування']","['двері номер' '500 грн' 'відсутність шумоізоляції' 'душовій кабіні'
 'запах номері' 'волосся ліжку' 'погано працював']"
borisfen.uk.html,"['зручна парковка' 'тихе місце' 'гарний сніданок' 'смачний сніданок'
 'привітний персонал' 'відмінний сніданок' 'розташування співвідношення']","['двері номер' 'старий телевізор' 'номер двоспальне' '300 грн'
 'враження готель' 'радянський союз' 'довелося просити']"
dniproinn.uk.html,"['персонал ресторан' 'поєднання ціна' 'знаходиться центрі'
 'відмінний персонал' 'язково приїдемо' '39 яток' 'розташування ідеальне']",['відсутність сніданку' 'волосся ліжку']
apartment-on-clinical-st.uk.html,"['чистий готель' 'смачні сніданки' 'чисто затишно' 'привітний персонал'
 'лякливий персонал' 'гарний вид' 'співвідношення ціни']","['важко знайти' 'відсутність можливості' 'тонкі стіни' 'довелося дзвонити'
 'грн ніч' '39 їзді' 'знаходиться поверсі']"
domashniy-uyut.uk.html,"['красивий номер' 'своя парковка' 'хороший персонал' 'приємний персонал'
 'чисто затишно' 'хвилинах ходьби' 'співвідношення ціна']",['туалетного паперу' 'поверх ліфта']
hostel-dvorets-ukrainy.uk.html,"['магазини кафе' 'чайник мікрохвильова' 'доступна ціна' 'номер затишний'
 'гарний вид' 'місце розташування' 'зручне розташування']","['першого разу' 'довелося чекати' 'біля ліжка' 'номер бронювали'
 'яко кажучи' 'неприємний запах' 'booking com']"
mini-hottey.uk.html,"['номер ввічливий' 'чисті номери' 'зручне ліжко' 'комфортно затишно'
 'чудовий персонал' 'ввічливий персонал' 'приємний доброзичливий']","['21 00' 'стіни чути' 'номер першому' 'холодно номері' 'деяких місцях'
 'запах номері' 'номері працював']"
privat.uk.html,"['номер просторий' 'хвилин пішки' 'хороший ремонт' 'місце розташування'
 'центрі міста' 'гарне розташування' 'розташування персонал']","['гарячої води' 'маленький номер' 'тонкі стіни' 'дивний запах'
 'відсутність гарячої' 'номері брудно' 'завищена ціна']"
nelli.uk.html,"['хороший готель' 'номер чистий' 'відмінна кухня' 'розташування центрі'
 'чуйний персонал' 'чисто комфортно' 'гарне розташування']","['вхідні двері' 'довелося спати' 'відкритому вікні' 'сусідньому номері'
 'чутно відбувається' 'відбувається сусідньому' 'єдиний мінус']"
mini-otel.uk.html,"['комфортний номер' 'великий чистий' 'меблі нові' 'чисто затишно'
 'персонал смачна' 'привітний персонал' 'гарне співвідношення']","['знайти готель' 'складно знайти' 'важко знайти' 'ванній кімнаті'
 'сильний запах' 'погана звукоізоляція' 'яко кажучи']"
mini-otiel-na-solom-quot-iantsi.uk.html,"['холодильник чайник' 'центру 10' 'тихому місці' 'теплий прийом'
 'доброзичливий персонал' 'розташування тихий' 'співвідношення ціна']",['туалетного паперу' 'відро сміття']
predslava-service.uk.html,"['хвилин метро' 'центрі міста' 'приємний персонал' 'чисто затишно'
 'персонал привітний' 'вище всяких' 'розташування зручне']","['вхідні двері' 'бронювали номер' 'туалетного паперу' 'ванній кімнаті'
 'бронювали номер' 'косметичний ремонт' 'єдиний мінус']"
vs-apartments.uk.html,"['номер чистий' 'всі необхідні' 'гарний готель' 'затишно чисто'
 'привітний персонал' 'уважний привітний' 'зручне розташування']","['вода тепла' 'гарячої води' 'одну людину' 'незручні подушки'
 'звернути увагу' 'туристичний збір' 'працював wi']"
fairmont-grand-kiev.uk.html,"['комфортний номер' 'чисті номери' 'відмінний готель' 'світлий чистий'
 'привітний персонал' 'гарний вид' 'місце розташування']","['шум вулиці' 'номері одна' 'шум дороги' 'сильний запах'
 'прохолодно номері' 'працював кондиціонер' 'відповідає рівню']"
oselya.uk.html,"['просторий номер' 'затишний готель' 'персонал приємний'
 'смачний сніданок' 'хороший дизайн' 'персонал чуйний' 'затишно комфортно']","['ванній кімнаті' 'єдиний мінус' 'проїжджу частину' 'зубної пасти'
 'пів години' 'єдиний мінус' 'звернути увагу']"
intercontinental-kiev.uk.html,"['номер хороша' 'смачна кухня' 'смачна їжа' 'комфортний готель'
 'хороший сніданок' 'персонал смачна' 'чистота тиша']",['гарячої води' 'свіжого повітря']
holiday-inn-kiev.uk.html,"['персонал номер' 'місце розташування' 'хороший ресторан'
 'привітний персонал' 'персонал зручне' 'розташований центрі'
 'розташування самий']","['одну людину' 'зубної щітки' 'шумоізоляція номерів' 'погана шумоізоляція'
 'маленьке ковдру' 'вартість сніданку' 'води номері']"
tov-quot-saliut-development-quot.uk.html,"['тихо затишно' 'зручне місце' 'номер чистий' 'красивий вид'
 'привітний персонал' 'розташування готелю' 'зручне розташування']",['гарячої води' 'ванній кімнаті']
lomakin-kiev.uk.html,['готові допомогти' 'привітний персонал'],['запах каналізації' 'неприємний запах']
apartments-sonya.uk.html,"['зручні меблі' 'тихо чисто' 'комфортно тихо' 'приємний дизайн'
 'велика ванна' 'зручне розташування' 'гарне розташування']","['відсутність ліфта' 'хотілось би' 'холодно номері' 'біля ліжка'
 'поверсі ліфта' '39 яко' 'звернути увагу']"
myslyvs-kyi-dvir.uk.html,"['затишний номер' 'спокійне місце' 'сніданки смачні' 'ввічливий персонал'
 'чисте повітря' 'чисто номерах' 'зручне розташування']","['спати відкритим' 'питної води' 'ванній кімнаті' 'довелося спати'
 'неприємний запах' 'працював кондиціонер' 'години ночі']"
gintama.uk.html,"['затишний готель' 'гарне місце' 'чудовий персонал' 'гарний сніданок'
 'персонал ввічливий' 'сніданок персонал' 'розташування шикарне']","['важко знайти' 'ванній кімнаті' 'номері холодильника' 'матрац ліжку'
 'питної води' 'сильний запах' '39 ясувалося']"
chervona-kalina.uk.html,"['затишний номер' 'тихо затишно' 'затишне місце' 'хороший затишний'
 'привітний персонал' 'доглянута територія' 'гарне розташування']","['складно знайти' '21 00' 'гелю душу' 'потребує ремонту' 'сніданок убогий'
 'працював телевізор' 'працював кондиціонер']"
quot-adazhio-quot.uk.html,"['хороша транспортна' 'номери зручні' 'чисто затишно'
 'затишний комфортний' 'привітний персонал' 'зручне розташування'
 'співвідношення ціни']","['туалетного паперу' 'важко знайти' 'гарячої води' 'біля ліжка'
 'номері чайника' 'фото номера' 'сайті вказано']"
smart-house-smart-kvartira-s-kukhnei.uk.html,"['вода чай' 'зручне місце' 'тихе місце' 'необхідне комфортного'
 'місце розташування' 'чистота порядок' 'комфортного проживання']",['ванній кімнаті' 'ванній кімнаті']
angel.uk.html,"['просторий номер' 'сніданки смачні' 'центрі міста' 'гарний сніданок'
 'персонал смачний' 'персонал привітний' 'місце розташування']","['відсутність ліфта' 'поверх ліфта' 'запах ванній' 'ванній кімнаті'
 'стіни чути' 'погана шумоізоляція' 'знаходиться поверсі']"
