,title,pos,neg,ratingValue,bestRating,rate
974,"['єдина', 'перевага', 'готелю', 'розташування', 'на', 'березі', 'моря']","['єдина', 'перевага', 'готелю', 'розташування', 'на', 'березі', 'моря']","['1', 'Кімнати', 'прибирають', 'погано', '2', 'в', 'кімнатах', 'немає', 'базових', 'зручностей', 'чашок', 'ножа', 'штопора', 'келихів', '3', 'сніданок', 'чекати', 'задовго', 'можуть', 'принести', 'не', 'те', 'що', 'замовив', '4', 'сервіс', ""ненав'язливий"", 'щоб', 'не', 'сказати', 'відсутній', '5', 'коли', 'просиш', 'щось', 'на', 'рецепції', 'можна', 'не', 'дочекатися', '6', 'під', 'вечір', 'в', 'кімнати', 'налітає', 'купа', 'комарів', 'але', 'Раптор', 'немає', 'Нікому', 'не', 'раджу', 'ціна', 'абсолютно', 'не', 'відповідає', 'якості']",5.0,10.0,-1
975,"['расположение', '5']","['расположение', '5', 'Балкон', '5', 'Вид', 'на', 'море', '5', 'Немного', 'номеров', '5', 'отличный', 'номера', 'правильные', 'кондиціонер', '5', 'Персонал', '5', 'Пляж', '5', 'Максимально', 'продумана', 'весь', 'отель', 'дорогие', 'материалы', 'комплектуючих', 'и', 'это', 'заметно', 'и', 'чувствуется', '5', 'Летом', 'снова', 'к', 'Вам', 'отличный', 'отель', 'для', 'отдыха', 'летом']","['платна', 'парковка', 'Нет', 'бассейна', 'Нет', 'детской', 'площадки', 'улучшить', 'шумоізоляцію', 'дверей', 'неприятно', 'просувається', 'от', 'того', 'что', 'кто', 'то', 'идет', 'по', 'коридору', 'поміняйте', 'исполнители', 'в', 'дверях', 'они', 'стоят', 'копейки', 'а', 'то', 'только', 'за', 'это', 'я', 'снял', 'вам', 'бал']",9.2,10.0,1
976,"['мне', 'все', 'понравилось', 'местоположение', 'просто', 'супер']","['мне', 'все', 'понравилось', 'местоположение', 'просто', 'супер', 'отель', 'находится', 'прямо', 'у', 'моря', 'в', 'номер', 'есть', 'балкончик', 'с', 'видом', 'на', 'море', 'теплый', 'пол', 'отдельный', 'плюс', 'рядом', 'ресторан', 'веранда', 'хороший', 'wi', 'fi', 'чисто', 'комфортно', 'Уютне', 'гострим', 'сотрудники', 'отеля', 'удержать', 'не', 'хотелось', 'честное', 'слово']",['Nan'],10.0,10.0,1
977,"['расположение', 'шикарно', 'и', 'очень', 'Сметливый', 'персонал']","['расположение', 'шикарно', 'и', 'очень', 'Сметливый', 'персонал']","['Когда', 'я', 'бронзова', 'в', 'Booking', 'было', 'написано', 'что', 'парковка', 'бесплатно', 'но', 'на', 'момент', 'уезда', 'оказалось', 'что', 'надо', 'заплатить', '100', 'грн', 'так', 'как', 'помінялося', 'Сейчас', 'написано', 'что', 'парковки', 'нет', 'но', 'по', 'факту', 'отель', 'на', 'пляжем', 'а', 'съезд', 'на', 'территорию', 'пляжах', 'платний', '7', 'грн', 'час', 'Мейте', 'ввиду']",10.0,10.0,1
978,"['Кухня', 'місце', 'розташування']","['Кухня', 'місце', 'розташування']","['Не', 'дуже', 'чисто']",6.7,10.0,0
979,"['Затишне', 'спокійне', 'місце', 'море', 'зовсім', 'поруч']","['Затишне', 'спокійне', 'місце', 'море', 'зовсім', 'поруч', 'Ресторан', 'з', 'смачною', 'кухнею', 'і', 'помірними', 'як', 'на', 'Одесу', 'цінами']",['Nan'],10.0,10.0,1
980,"['Нам', 'сподобалось', 'мисці', 'номер']","['Нам', 'сподобалось', 'мисці', 'номер']","['Погана', 'звукоізоляція', 'запах', 'з', 'бухт']",9.6,10.0,1
981,['все'],['все'],['Nan'],10.0,10.0,1
982,"['Top', 'Notch', 'location']","['Top', 'Notch', 'location']",['Menetries'],8.8,10.0,0
983,"['Чудовий', 'номер', 'чистий', 'просторий', 'і', 'вид', 'із', 'вікна', 'на']","['Чудовий', 'номер', 'чистий', 'просторий', 'і', 'вид', 'із', 'вікна', 'на', 'непросто', 'неймовірний']","['Відсутність', 'в', 'номері', 'міні', 'бару']",9.6,10.0,1
984,"['расположение', 'возле', 'моря', 'чистота', 'и', 'комфорт', 'в', 'номер']","['расположение', 'возле', 'моря', 'чистота', 'и', 'комфорт', 'в', 'номер']","['Трудный', 'завтрак']",10.0,10.0,1
985,"['Сніданок', 'достатній', 'але', 'не', 'більше']",['Nan'],"['Сніданок', 'достатній', 'але', 'не', 'більше', 'Дизайн', 'просто', 'безумний', 'совкове', 'барокко', 'хоча', 'схоже', 'в', 'Одесі', 'таке', 'люблять', 'В', 'цілому', 'нормально', 'чисто', 'рушників', 'вдосталь', 'до', 'персоналу', 'нарікань', 'немає']",6.7,10.0,0
986,"['Відмінний', 'готель']","['Відмінний', 'готель', 'Дуже', 'сподобався', 'привітний', 'персонал', 'чиста', 'білизна', 'прекрасне', 'розташування', 'та', 'паперові', 'сніданки', 'Будемо', 'рекомендувати', 'друзям', 'і', 'при', 'нагоді', 'знову', 'зупинимося', 'у', 'цьому', 'готелі']",['Nan'],10.0,10.0,1
987,"['Чудовий', 'готель']","['Чудовий', 'готель', 'Персонал', 'привітний', 'В', 'номерах', 'чисто', 'регулярно', 'прибирають', 'Місце', 'розташування', 'чудове', 'Всім', 'задоволені', 'Для', 'відпочинку', 'з', 'дитиною', 'те', 'що', 'треба']",['Nan'],10.0,10.0,1
988,"['Чудовий', 'готель']","['Дуже', 'приємний', 'готель', 'В', 'номері', 'чисто', 'та', 'затишно', 'Жили', 'в', 'самому', 'центрі', 'але', 'шуму', 'Дерибасівської', 'вночі', 'зовсім', 'не', 'було', 'чути', 'В', 'ресторані', 'готелю', 'смачна', 'кухня', 'Будь', 'які', 'страви', 'навіть', 'вночі', 'приносили', 'в', 'номер', 'Великий', 'вибір', 'їжі', 'на', 'сніданок', 'Дякуємо', 'за', 'гарний', 'відпочинок']",['Nan'],10.0,10.0,1
989,"['Зручне', 'розташування', 'готелю']","['Зручне', 'розташування', 'готелю', 'Сирники', 'на', 'сніданок', 'були', 'просто', 'Супер']",['Nan'],10.0,10.0,1
990,"['Розташування', 'затишок', 'сніданок', 'зручності']","['Розташування', 'затишок', 'сніданок', 'зручності']","['Під', 'час', 'сніданку', 'на', 'телевізорах', 'включене', 'російське', 'телебачення', 'Первый', 'канал']",9.6,10.0,1
991,"['Дякую', 'працівникам', 'готелю']","['Дякую', 'працівникам', 'готелю', 'Все', 'було', 'просто', 'Супер', 'Жодних', 'зауважень', 'Буду', 'рекомендувати', 'Ваше', 'помешкання', 'для', 'дуже', 'комфортного', 'проживання', 'Дякую']",['Nan'],10.0,10.0,1
992,['Хол'],"['Хол', 'завтрак', 'в', 'номер']",['Nan'],8.8,10.0,0
993,"['Класна', 'локація', 'в', 'центрі', 'все', 'близько']","['Класна', 'локація', 'в', 'центрі', 'все', 'близько']",['Nan'],9.2,10.0,1
994,"['Надзвичайно', 'приємний', 'та', 'турботливий', 'персонал', 'на', 'ресепшн']","['Надзвичайно', 'приємний', 'та', 'турботливий', 'персонал', 'на', 'ресепшн', 'Особлива', 'подяка', 'пані', 'Ірині']","['Сніданок', 'міг', 'би', 'бути', 'дещо', 'різноманітнішим']",8.3,10.0,0
995,['Все'],['Все'],"['Було', 'прохолодно', 'в', 'номері', 'Обігрів', 'кондиціонером', 'не', 'вдалося', 'налаштувати']",9.6,10.0,1
996,"['ОК', 'для', 'тризіркового', 'готелю', 'для', '4', 'х', 'є', 'над', 'чим', 'попрацювати']","['Велика', 'кімната', 'хороше', 'розташування', 'привітний', 'персонал']","['Меблі', 'старі', 'шум', 'від', 'системи', 'кондиціювання', 'телевізор', 'маленький']",6.3,10.0,0
997,"['Ідеальне', 'співвідношення', 'ціни', 'та', 'якості', 'приємний', 'персонал', 'та', 'гнучкість', 'умов', 'розміщення', 'рекомендовано']","['Відмінне', 'розташування', 'ввічливий', 'персонал', 'смачний', 'сніданок', 'можливість', 'розміщення', 'з', 'твариною']","['Картка', 'входу', 'замість', 'ключа', 'була', 'б', 'зручніше']",9.2,10.0,1
998,"['Надзвичайно', 'комфортно', 'приємно', 'було', 'отримати', 'комплімент', 'від']","['Надзвичайно', 'комфортно', 'приємно', 'було', 'отримати', 'комплімент', 'від', 'готелю', 'в', 'якості', 'любого', 'коктейлю']",[],10.0,10.0,1
999,"['Чудове', 'розташування', 'навпроти', 'готелю', 'можна', 'залишати', 'авто']","['Чудове', 'розташування', 'навпроти', 'готелю', 'можна', 'залишати', 'авто', 'кімнати', 'досить', 'великі', 'сніданки', 'стандартні', 'омлет', 'сосиски', 'сир', 'сирники', 'налисники', 'з', 'сиром', 'круасани', 'чай', 'та', 'кава']","['забудь', 'раніше', 'в', 'готелі', 'усюди', 'курили', 'бо', 'відчувався', 'легкий', 'запах', 'прокуреному', 'зараз', 'за', 'куріння', 'штраф', '3000', 'грн', 'загальне', 'кондиціювання', 'створює', 'відчутний', 'шум']",8.8,10.0,0
1000,"['Персонал', 'місцезнаходження', 'комфорт', 'все', 'було', 'на', 'найвищому']","['Персонал', 'місцезнаходження', 'комфорт', 'все', 'було', 'на', 'найвищому', 'рівні', 'що', 'справді', 'здивувало', 'це', 'практично', 'повна', 'тиша', 'в', 'номері', 'посередині', 'вулиці', 'Дерибасівська', 'вікно', 'у', 'двір', '2-х', 'від', 'Опери', 'Один', 'раз', 'тільки', 'відвідали', 'представники', 'готелю', 'і', 'то', 'для', 'того', 'щоб', 'передати', 'шампанське', 'та', 'привітати', 'з', 'днем', 'народження', 'Наступного', 'разу', 'зупинимося', 'тільки', 'в', 'Фраполлі', 'Також', 'на', 'наше', 'прохання', 'про', 'пізній', ""від'їзд"", 'пішли', 'нам', 'назустріч', 'та', 'вдвоє', 'зменшили', 'оплату', 'Окрему', 'увагу', 'заслуговує', 'ірландський', 'паб', 'при', 'готелі', 'чудова', 'вишукана', 'їда', 'та', 'напої', 'Велике', 'спасибі']","['шукав', 'шукав', 'та', 'не', 'знайшов']",10.0,10.0,1
1001,"['Невеликий', 'готель', 'має', 'свій', 'стиль', 'і', 'свої', 'переваги', 'затишок']","['Невеликий', 'готель', 'має', 'свій', 'стиль', 'і', 'свої', 'переваги', 'затишок', 'уважність', 'гостинність']","['Вигляд', 'з', 'вікна', 'асортимент', 'буфету', 'до', 'сніданку', 'не', 'запропонували', 'перетримав', 'речі', 'після', 'виселення']",9.2,10.0,1
1002,"['Хороший', 'затишний', 'готель']","['Хороший', 'затишний', 'готель', 'Красиві', 'номери', 'Однозначно', 'раджу', 'друзям', 'та', 'знайомим']","['Єдиний', 'недолік', 'шум', 'з', 'вулиці', 'але', 'місце', 'розташування', 'дуже', 'радує', 'тож', 'цей', 'недолік', 'цілком', 'виправданий']",9.2,10.0,1
1003,"['Персонал', 'розмовляє', 'українською']","['Персонал', 'розмовляє', 'українською', ""Люб'язний"", 'Дуже', 'гарна', 'і', 'велика', 'ванна', 'кімната', 'в', 'дуже', 'зручне', 'ліжко', 'В', 'самому', 'центрі', 'міста', 'зручно', 'гуляти', 'не', 'використовуючи', 'авта', 'Гарний', 'сніданок', 'шведський', 'стіл', 'Для', 'вік', 'енду', 'чи', 'іншого', 'короткого', 'перебування', 'я', 'б', 'обрала', 'цей', 'готель', 'знову', 'Дякую', 'персоналу', 'готелю', 'ща', 'гарну', 'послугу']","['Випадково', 'дали', 'мені', 'зі', 'старими', 'цінами', 'а', 'в', 'рахунку', 'вписали', 'нові', 'Врешті', 'ми', 'заплатили', 'за', 'тою', 'ціною', 'яку', 'побачили', 'в', 'старому', 'меню', 'забули', 'замовлення', 'для', 'дитини']",7.9,10.0,0
1004,"['прекрасное', 'местоположение', 'с', 'целью', 'прогулки', 'и', 'отдыха', 'на']","['прекрасное', 'местоположение', 'с', 'целью', 'прогулки', 'и', 'отдыха', 'на', 'Дерибасівській']","['При', 'в', 'ходе', 'в', 'Отель', 'ты', 'начинаешь', 'понимать', 'что', 'попал', 'в', 'старый', 'темные', 'Чулпан', 'присутствие', 'пищевых', 'запахові', 'на', 'ресепшені', 'в', 'связи', 'с', 'тем', 'что', 'Кафе', 'бар', 'находиться', 'при', 'входе', 'в', 'Отель', 'и', 'ты', 'не', 'понимает', 'это', 'Отель', 'или', 'пив', 'БАР', 'За', 'Сутки', 'до', 'заселения', 'позвонил', 'адміністратор', 'с', 'вопросом', 'переселити', 'нас', 'в', 'какой', 'то', 'номер', 'потому', 'что', 'кто', 'то', 'якобы', 'не', 'хочет', 'веселяться', 'с', 'нашего', 'номера', 'который', 'был', 'заказано', 'за', 'два', 'месяца', 'до', 'Звезда', 'даже', 'не', 'понял', 'зачем', 'мне', 'вникають', 'в', 'проблемы', 'отеля', 'при', 'том', 'что', 'деньги', 'отель', 'предварительно', 'заблокували', 'с', 'карты', 'за', 'неделю', 'до', 'Звезда', 'вообще', 'не', 'рекомендую']",5.0,10.0,-1
1005,"['хорошее', 'местоположение', 'центр', 'Дерибасівській', 'удобно', 'как']","['хорошее', 'местоположение', 'центр', 'Дерибасівській', 'удобно', 'как', 'для', 'просмотра', 'Достопримечательности', 'города', 'так', 'и', 'для', 'проведения', 'тепловых', 'встреч', 'В', 'Холл', 'есть', 'Уютне', 'место', 'для', 'проведения', 'переговоров', 'Хорошие', 'Сытник', 'завтрак']","['У', 'нас', 'номер', 'был', 'с', 'балончиком', 'с', 'видом', 'на', 'Дерибасівською', 'днем', 'было', 'интересно', 'наблюдать', 'за', 'перехожими', 'и', 'сунуться', 'в', 'атмосферу', 'города', 'Но', 'ночью', 'на', 'улице', 'было', 'очень', 'шумно', 'спать', 'с', 'открытым', 'балконом', 'было', 'невозможно', 'Пришлось', 'его', 'закрывать', 'и', 'пользоваться', 'системой', 'функционирования', 'Спать', 'без', 'своего', 'воздуха', 'для', 'меня', 'не', 'комфортно', 'Это', 'был', 'единственный', 'минус', 'отеля', 'При', 'закрытом', 'балкон', 'звукоізоляція', 'номеров', 'хорошая']",9.2,10.0,1
1006,"['вкус', 'завтрак', 'очень', 'комфортна', 'кровать', 'отлично']","['вкус', 'завтрак', 'очень', 'комфортна', 'кровать', 'отлично', 'местоположение', 'тишина', 'в', 'номер']","['подароване', 'промо', 'коктейль', 'от', 'последнего', 'бара', 'без', 'риска', 'для', 'жизни', 'пить', 'Прометеїв']",9.2,10.0,1
1007,"['Чудове', 'розташування', 'ввічливий', 'персонал', 'непоганий', 'сніданок']","['Чудове', 'розташування', 'ввічливий', 'персонал', 'непоганий', 'сніданок']",['Nan'],8.8,10.0,0
1008,"['Зручне', 'розташування', 'хороший', 'сервіс', 'ванна', 'кімната', 'зручна']","['Зручне', 'розташування', 'хороший', 'сервіс', 'ванна', 'кімната', 'зручна', 'тепла', 'хороша', 'сантехніка', 'чисто']",['Nan'],9.5,10.0,1
1009,"['Гарне', 'співвідношення', 'якість', 'ціна']","['Гарне', 'співвідношення', 'якість', 'ціна']","['Кава', 'на', 'сніданку', 'нескладне']",9.2,10.0,1
1010,"['прекрасный', 'отель', 'персонал']","['прекрасный', 'отель', 'персонал', 'И', 'место', 'расположения', 'Рекомендую']",['Nan'],9.2,10.0,1
1011,"['Комфортне', 'місцерозташування', 'і', 'приємний', 'персонал']","['Комфортне', 'місцерозташування', 'і', 'приємний', 'персонал', 'Дуже', 'затишний', 'хостел', 'з', 'цікавим', ""інтер'єром"", 'Зручний', 'і', 'чистий', 'двомісний', 'номер', 'за', 'таку', 'ціну', 'навіть', 'краще', 'ніж', 'ми', 'очікували']",['Nan'],10.0,10.0,1
1012,"['комфортно', 'близько', 'до', 'центру', 'є', 'все', 'необхідне', 'для', 'комфортного', 'відпочинку']","['сподобались', 'шторки', 'на', 'ліжках', 'також', 'великим', 'плюсом', 'для', 'мене', 'є', 'те', 'що', 'наявні', 'номера', 'тільки', 'для', 'жінок', 'кондиціонери', 'в', 'номері', 'приємний', 'бонус', 'що', 'у', 'вільному', 'доступі', 'кава', 'чай', 'цукор', 'посуд', 'всякі', 'кухонні', 'принадлежности', 'в', 'душових', 'рідке', 'гель', 'мило', 'для', 'душу', 'в', 'туалетах', 'мило', 'для', 'рук', 'туалетна', 'бумага', 'і', 'освіжувач', 'повітря', 'прикольно', 'також', 'змінне', 'взуття', 'в', 'хостелі', 'яке', 'можна', 'з', 'собою', 'привести', 'або', 'видадуть', 'коли', 'ви', 'поселитись', 'або', 'можна', 'купити', 'одноразові', 'також', 'дуже', 'сподобалось', 'що', 'можна', 'безкоштовно', 'постати', 'в', 'спіральні', 'машинці', 'порошок', 'просити', 'в', 'адміністратора', 'і', 'можна', 'повісити', 'постане', 'на', 'сушки', 'також', 'великим', 'плюсом', 'є', 'те', 'що', 'можна', 'попрасувати', 'одяг', 'безкоштовно']","['був', 'день', 'коли', 'на', 'кухні', 'було', 'дуже', 'брудно', 'балетки', 'ніхто', 'не', 'оновив', 'не', 'було', 'в', 'що', 'витерти', 'руки', 'рушник', 'який', 'був', 'загальний', 'для', 'всіх', 'не', 'дуже', 'в', 'чистому', 'вигляді', 'виною', 'маци', 'тут', 'є', 'тільки', 'те', 'що', 'вони', 'не', 'контролюють', 'хто', 'гладить', 'на', 'кухні', 'і', 'не', 'приймає', 'міри', 'бо', 'є', 'люди', 'які', 'за', 'собою', 'приберуть', 'а', 'був', 'в', 'готелі', 'німець', 'який', 'за', 'собою', 'прибирав', 'аби', 'було', 'розсипав', 'каву', 'кидав', 'рушник', 'де', 'попало', 'після', 'нього', 'на', 'кухні', 'було', 'дуже', 'брудно', 'він', 'ще', 'й', 'мав', 'наглість', 'скандалити', 'на', 'рецепції', 'що', 'його', 'поселили', 'на', '2', 'ярус', 'ліжка', 'не', 'поселять', 'більше', 'його', 'в', 'Кацу', 'і', 'на', 'кухні', 'краще', 'ставте', 'одноразові', 'рушники', 'а', 'не', 'балетки', 'також', 'не', 'дуже', 'зручно', 'було', 'залазити', 'на', 'ліжко', 'на', '2', 'ярус', 'вилазити', 'ще', 'можна', 'а', 'вот', 'влізати', 'дуже', 'не', 'зручно', 'мені', 'вагітній', 'було', 'навіть', 'страшно', 'і', 'ще', 'не', 'зрозуміло', 'яким', 'чином', 'вони', 'розподіляють', 'людей', 'на', 'верхній', 'і', 'нижній', 'ярус', 'ліжка', 'впринципі', 'на', 'верху', 'ніхто', 'тебе', 'не', 'чіпає', 'але', 'от', 'злізти', 'з', '2', 'яруса', 'проблематично', 'ще', 'деякі', 'свині', 'не', 'дуже', 'гарно', 'миють', 'посуд', 'і', 'коли', 'береш', 'собі', 'тарілку', 'треба', 'перемивати', 'роблять', 'це', 'переважно', 'іноземці', 'наші', 'і', 'росіяни', 'більш', 'культурні', 'і', 'нечистоплотні', 'ще', 'не', 'сподобалось', 'що', 'рушник', 'не', 'міняли', 'мені', '7', 'днів', 'цікаво', 'якби', 'я', 'була', 'місяць', 'чи', 'вони', 'б', 'поміняли', 'можливо', 'треба', 'самому', 'звертатись', 'щоб', 'поміняли', 'також', 'наволочку', 'до', 'подушки', 'хотілось', 'би', 'щоб', 'через', 'день', 'міняли']",8.8,10.0,0
1013,['Супер'],"['Всюди', 'чисто', 'помешкання', 'душові', 'туалети', 'постільна', 'білизна', 'локація', 'чудова', 'поруч', 'Новий', 'ринок', 'можна', 'накупити', 'продуктів', 'зупинка', 'трамвая', '28', 'зручно', 'їхати', 'до', 'пляжах', 'Зручно', 'що', 'кожне', 'ліжко', 'оздоблене', 'шторками', 'дає', 'відчуття', 'інтимності', 'Є', 'свій', 'внутрішній', 'дворик', 'із', 'столиками', 'можна', 'влаштовувати', 'прекрасні', 'сніданки', 'вечері', 'під', 'відкритим', 'небом', 'принаймні', 'ми', 'так', 'робили', 'На', 'рецепції', 'привітний', 'персонал', 'відгукувались', 'на', 'прохання', 'зарядити', 'телефон', 'дозволили', 'пізніше', 'часу', 'виїзду', 'забрати', 'валізи', 'з', 'зоставила', 'За', 'що', 'ми', 'дуже', 'вдячні']","['В', 'ідеалі', 'якби', 'відстань', 'між', 'ліжками', '2-місний', 'жіночий', 'номер', 'була', 'дещо', 'більшою', 'то', 'було', 'б', 'трохи', 'вільніше', 'Але', 'це', 'незначний', 'нюанс', 'і', 'якщо', 'вже', 'придивитись', 'У', 'самому', 'помешканні', 'все', 'супер', 'враження', 'можуть', 'зіпсувати', 'хіба', 'що', 'сусіди', 'в', 'нас', 'наприклад', 'були', 'дівчата', 'Молдаванки', 'які', 'любили', 'складати', 'речі', 'у', 'валізи', 'з', 'валіз', 'по', 'ночах', 'а', 'по', 'виїзду', 'з', 'номера', 'ще', 'й', 'поцупили', 'зарядний', 'пристрій', 'до', 'телефону', 'але', 'це', 'не', 'в', 'мінус', 'помешканню', 'просто', 'такий', 'світ', 'і', 'такі', 'люди']",9.0,10.0,1
1014,"['Дуже', 'добре', 'розташування', 'від', 'центру', '10', 'хвилин', 'пішки']","['Дуже', 'добре', 'розташування', 'від', 'центру', '10', 'хвилин', 'пішки', 'Поруч', 'цілодобові', 'аптеки', 'та', 'магазини', 'Хостел', 'знаходиться', 'трохи', 'подалі', 'від', 'дороги', 'і', 'в', 'ньому', 'досить', 'тихо', 'хіба', 'що', 'чути', 'мотоциклістів', 'та', 'гальма', 'одеських', 'маршруток', 'які', 'ніколи', 'їх', 'не', 'ремонтують']","['Кухня', 'не', 'дуже', 'великого', 'розміру']",9.6,10.0,1
1015,"['Просто', 'не', 'має', 'слів', 'описати', 'гостинність', 'цього', 'хостелу']","['Просто', 'не', 'має', 'слів', 'описати', 'гостинність', 'цього', 'хостелу', 'Чисто', 'комфортні', 'ліжка', 'та', 'є', 'великим', 'плюсом', 'те', 'що', 'вони', 'огороджені', 'шторками', 'зручне', 'розташування', 'поблизу', 'ринок', 'та', 'купа', ""кав'ярень""]","['потрібно', 'брати', 'змінне', 'взуття']",10.0,10.0,1
1016,"['Сподобалося', 'залишили', 'дуже', 'приємні', 'враження']","['Чудове', 'розташування', 'Поруч', 'зупинка', 'міського', 'транспорту', 'що', 'дає', 'можливість', 'доїхати', 'у', 'різні', 'напрямки', 'без', 'пересадок', 'Номер', 'з', 'мисливським', 'дизайном', 'гарний', 'Білизна', 'чиста', 'рушники', 'великі', 'зручні', 'Поки', 'очікуєш', 'свій', 'номер', 'можливо', 'користування', 'загальними', 'зонами', 'кухня', 'туалет']","['Номер', 'розташований', 'в', 'підвальному', 'приміщенні', 'навіть', 'не', 'в', 'цокольному', 'поверсі', 'але', 'при', 'замовленні', 'номеру', 'не', 'була', 'вказана', 'чітко', 'дана', 'інформація']",8.3,10.0,0
1017,"['Підходить', 'для', 'короткого', 'перебування']","['Зручне', 'розташування', 'привітний', 'персонал', 'та', 'справедливі', 'ціни', 'До', 'центру', 'йти', 'недалеко', 'район', 'доволі', 'спокійний', 'Вразила', 'частота', 'і', 'якість', 'прибирання']","['одномісні', 'кімната', 'трохи', 'менша', 'ніж', 'очікував', 'але', 'для', 'двох', 'ночей', 'це', 'нормально', 'Також', 'вона', 'розташована', 'під', 'сходами', 'Разом', 'з', 'тонкими', 'стінами', 'шум', 'від', 'інших', 'гостей', 'був', 'настільки', 'сильний', 'що', 'спати', 'було', 'складно', 'бужан', 'б', 'повісити', 'якісь', 'таблички', 'для', 'гостей', 'з', 'проханням', 'бути', 'тихіше', 'і', 'робити', 'відповідні', 'зауваження']",8.3,10.0,0
1018,"['Неочікувано', 'кльово']","['Дуже', 'класні', 'шторки', 'біля', 'ліжка', 'За', 'них', 'лайк', 'Був', 'крутий', 'адміністратор', 'І', 'взагалі', 'атмосфера', 'хостелу', 'прекрасна', 'Чистота', 'вразила', 'Ви', 'великі', 'молодці']","['Дзеркало', 'в', 'кімнаті', 'Мишка', 'Япончик', 'Воно', 'дуже', 'брудне', 'Зробіть', 'щось', 'з', 'ним', 'будь', 'ласка']",10.0,10.0,1
1019,"['Костя', 'моряк', 'в', 'ЦА', 'ЦА']","['Розташування', 'центр', 'чистота', 'тишина', 'в', 'номері', 'свіжо', 'хороші', 'меблі', 'та', 'обладнання', 'Не', 'стандартна', 'нумерація', 'номерів', 'мій', 'називався', 'Костя', 'моряк', 'бачив', 'ще', 'номер', 'Сонька', 'Золота', 'ручка']","['Потрібно', 'мати', 'з', 'собою', 'змінне', 'взуття', 'щоб', 'пройти', 'в', 'заклад', 'або', 'брати', 'на', 'рецепції', 'тапочки', 'але', 'з', 'іншої', 'сторони', 'це', 'чистота', 'та', 'домашній', 'затишок']",10.0,10.0,1
1020,"['Ціна', 'відповідає', 'умовам']","['Гарний', ""інтер'єр"", 'зручний', 'Матра', 'доволі', 'велика', 'територія', 'загального', 'перебування', 'у', 'санвузла', 'чисто', 'була', 'невеличка', 'переноску', 'що', 'дуже', 'комфортно', 'якщо', 'коротке', 'зарядні', 'хороший', 'персонал']","['У', 'моєму', 'одномісному', 'номері', 'була', 'шпиль', 'на', 'люстрі', 'і', 'павутиння', 'в', 'кутах', 'кімнати', 'тонке', 'подіяло', 'і', 'як', 'для', 'мене', 'було', 'прохолодно', 'й', 'тонкі', 'стіни']",7.9,10.0,0
1021,"['Часто', 'залишаюсь', 'коли', 'у', 'відрядженні']","['Все', 'як', 'завжди', 'комфортно', 'зручно', 'чисто', 'Коли', 'зайшла', 'із', 'колегою', 'в', 'кімнату', 'було', 'дуже', 'холодно', 'опалення', 'ще', 'не', 'працювало', 'хоча', 'пора', 'уже', 'вмикати', 'тепло', 'Кондиціонер', 'чомусь', 'теж', 'не', 'вдавалося', 'увімкнути', 'Але', 'адміністратор', 'не', 'зважаючи', 'на', 'пізній', 'час', 'швидко', 'відреагував', 'і', 'все', 'виправ', 'налаштував', 'нам', 'кондиціонер', 'Дякуємо']",['Nan'],10.0,10.0,1
1022,"['спальне', 'місце', 'має', 'шторки', 'тому', 'спати', 'навіть', 'в', 'компанії']","['спальне', 'місце', 'має', 'шторки', 'тому', 'спати', 'навіть', 'в', 'компанії', 'незнайомих', 'людей', 'дуже', 'комфортно', 'Дизайн', 'і', 'номерів', 'і', 'коридорів', 'оригінальний', 'та', 'затишний', 'А', 'ще', 'в', 'дворі', 'є', 'коти']","['Маршрутки', 'що', 'мала', 'їхати', 'до', 'хостелу', 'не', 'було', 'вже', 'о', '9']",8.3,10.0,0
1023,"['Просто', 'Якісно', 'Зручно', 'Дешево']","['Зручні', 'ліжка', 'Кожне', 'закривається', 'шторками', 'надзвичайно', 'круто', 'якщо', 'раніше', 'ліг', 'чи', 'пізніше', 'встаєш', 'Також', 'добавляет', 'елемент', 'приватності']","['Маленька', 'кухня']",9.2,10.0,1
