,title,pos,neg,ratingValue,bestRating,rate
206,"['Дуже', 'смачний', 'сніданок', 'гарне', 'розташування']","['Дуже', 'смачний', 'сніданок', 'гарне', 'розташування']","['Мало', 'місць', 'для', 'паркування']",10.0,10.0,1
207,"['місце', 'розташування']","['місце', 'розташування']","['шведський', 'стіл', 'дуже', 'маленькі', 'порції', 'які', 'швидко', 'розбирають', 'і', 'треба', 'чекати', 'поки', 'обновляти']",9.6,10.0,1
208,"['сподобались', 'сніданки', 'натуральна', 'кава', 'фрукти', 'йогурти']","['сподобались', 'сніданки', 'натуральна', 'кава', 'фрукти', 'йогурти', 'випічка']","['Постійний', 'перепад', 'температури', 'води', 'незручні', 'ліжка']",7.1,10.0,0
209,"['Готель', 'новий', 'зручне', 'місце', 'розташування', 'чудові', 'сніданки']","['Готель', 'новий', 'зручне', 'місце', 'розташування', 'чудові', 'сніданки']","['Не', 'задоволена', 'чистотою', 'був', 'брудний', 'унітаз', 'зовні', 'та', 'пил', 'на', 'вилах', 'стін', 'ванної', 'кімнати']",7.5,10.0,0
210,"['Стандарти', 'підтримуються', 'так', 'тримати']","['Стандарти', 'підтримуються', 'так', 'тримати']","['Коли', 'повний', 'готель', 'дуже', 'було', 'некомфортно', 'на', 'сніданку']",7.9,10.0,0
211,"['Ввічливий', 'персонал', 'дуже', 'гарне', 'місцерозташування', 'смачні', 'і']","['Ввічливий', 'персонал', 'дуже', 'гарне', 'місцерозташування', 'смачні', 'і', 'повноцінні', 'сніданки']","['Здивувала', 'відсутність', 'тапочок', 'та', 'халата']",9.2,10.0,1
212,"['Новенький', 'класний', 'готель']","['Новенький', 'класний', 'готель']","['вiдсутнiсть', 'тапочок']",10.0,10.0,1
213,"['Все', 'чудово']","['Все', 'чудово', 'Персонал', 'приємний', 'і', 'ввічливий', 'Чисто', 'Комфортно', 'Є', 'кава', 'чай', 'і', 'чайник', 'Місце', 'знаходження', 'прекрасне', 'центр', 'міста']","['непримітний', 'вхід', 'Знайшла', 'не', 'з', 'першого', 'разу', 'Хотілось', 'загорнувшись', 'в', 'халат', 'опісля', 'душу', 'а', 'його', 'не', 'було', 'нажаль', 'Мабуть', 'тонкі', 'перегородки', 'шум', 'сусідів', 'заважав', 'чомусь', 'уночі', 'бігали', 'діти']",9.2,10.0,1
214,"['і', 'розташування', 'і', ""інтер'єр"", 'і', 'персонал', 'на', 'хорошому', 'рівні']","['і', 'розташування', 'і', ""інтер'єр"", 'і', 'персонал', 'на', 'хорошому', 'рівні', 'дуже', 'красиві', 'сходи', 'в', 'готелі']","['не', 'задовольнило', 'подача', 'води', 'струя', 'в', 'уші', 'біла', 'то', 'велика', 'то', 'замала', 'та', 'холодно', 'і', 'різко', 'змінювалася', 'на', 'гарячу']",8.3,10.0,0
215,['розташування'],"['розташування', 'привітний', 'персонал', 'Номер', 'чистий', 'свіжа', 'постіль', 'і', 'все', 'дуже', 'зручно']","['Дірка', 'на', 'наволочі', 'Забитий', 'стік', 'у', 'душовій', 'кабіні', 'Сморід', 'в', 'номері', 'від', 'того', 'що', 'у', 'дворі', 'розпалювали', 'мангал']",9.2,10.0,1
216,"['Тільки', 'заради', 'розташування', 'можна', 'тут', 'поселятися']","['Сніданок', 'не', 'брали', 'поряд', 'багато', 'закладів', 'харчування', 'можна', 'поснідати', 'будь', 'де', 'Розташування', 'Перове', 'І', 'це', 'те', 'що', 'порадувало', 'найбільше']","['Немає', 'місця', 'для', 'паркування', 'номер', 'з', 'балконом', 'виходив', 'на', 'засипаний', 'смердючий', 'двір', 'на', 'балконі', 'немає', 'ні', 'стільця', 'ні', 'столика', 'немає', 'великого', 'дзеркала', 'У', 'день', 'коли', 'заселялися', 'персонал', 'був', 'досить', 'ввічливим', 'посмішка', 'лише', 'додавала', 'неприязні', 'до', 'нас', 'На', 'день', 'виселення', 'була', 'зовсім', 'інша', 'дівчинка', 'досить', 'мила', 'і', 'доброзичлива', 'намагалася', 'допомогти', 'усміхалася', 'Це', 'звичайно', 'порадувало', 'але', 'враження', 'про', 'готель', 'було', 'вже', 'зіпсоване', 'водопроникність', 'дуже', 'висока', 'заважає', 'спати', 'Номер', 'старий', 'душ', 'не', 'дуже', 'чисто', 'прибраний', 'і', 'пліснява', 'вже', 'є', 'столика', 'для', 'Косми', 'засобів', 'біля', 'раковини', 'немає', 'що', 'досить', 'незручно']",5.8,10.0,-1
217,"['привітний', 'персонал', 'та', 'місце', 'розташування']","['привітний', 'персонал', 'та', 'місце', 'розташування', 'Наявність', 'чайнику', 'води', 'та', 'чай', 'кави', 'для', 'можливості', 'приготувати', 'собі', 'власноруч']","['Занадто', 'різний', 'сніданок', 'як', 'для', 'тих', 'хто', 'приїхав', 'у', 'відрядження', 'Дуже', 'галасі', 'сусіди', 'напроти', 'Музика', 'грала', 'так', 'голосно', 'що', 'я', 'був', 'вимушений', 'місцями', 'вдягати', 'навушники', 'Крім', 'того', 'наявність', 'пляшок', 'з', 'водою', 'в', 'коридорі', 'не', 'контролювалася', 'і', 'тому', 'їх', 'ще', 'до', 'вечора', 'вже', 'не', 'було']",7.9,10.0,0
218,"['Гарне', 'місце', 'шоб', 'перебути', 'ніч']","['Гарний', 'номер', 'Зручне', 'розташування', 'Прикольна', 'рецепція']","['В', 'номері', 'було', 'шумно', 'від', 'людей', 'що', 'ходили', 'по', 'коридору', 'Також', 'вночі', 'стикалося', 'освітлення', 'коридору', 'і', 'воно', 'проникало', 'в', 'номер', 'навіть', 'через', 'штори', 'заважало', 'спати']",8.8,10.0,0
219,"['Чудове', 'розташування']","['Чудове', 'розташування', 'Чисто', 'Гарний', 'дизайн', 'кімнати', 'Окрема', 'подяка', 'а', 'воду', 'та', 'каву', 'з', 'чаєм', 'Гарна', 'атмосфера', 'Дуже', 'приємна', 'дівчина', 'на', 'рецепції', 'та', 'що', 'з', 'пишними', 'формами', 'та', 'гарною', 'усмішкою']","['Мінуси', 'Великий', 'та', 'несподіваний', 'для', 'мене', 'дівчина', 'худенька', 'курява', 'на', 'рецепції', 'Ми', 'приїхали', 'трохи', 'раніше', 'і', 'хотіли', 'залишити', 'речі', 'піднялись', 'до', 'рецепції', 'нікого', 'не', 'має', 'натиснули', 'на', 'кнопку', 'виклику', '10', 'хвилин', 'чекали', 'нікого', 'Зверху', 'був', 'якийсь', 'галас', 'піднялась', 'і', 'побачила', 'що', 'співробітниця', 'з', 'кимось', 'дуже', 'весело', 'розмовляє', 'Попросила', 'спуститись', 'Вона', 'зійшла', 'і', 'сказала', 'ви', 'зарано', 'Вас', 'ніхто', 'не', 'поселить', 'На', 'моє', 'запитання', 'чи', 'можемо', 'ми', 'залишити', 'речі', 'відповідь', 'так', 'вносьте', 'Куди', 'де', 'поставити', 'ніякої', 'інформації', 'Дуже', 'неприємне', 'перше', 'враження', 'та', 'ставлення', 'до', 'гостей', 'Крім', 'того', 'на', 'моє', 'запитання', 'чи', 'можу', 'я', 'попрасувати', 'речі', 'відповідь', 'професіонала', 'Так', 'беріть', 'дошку', 'та', 'дістаньте', 'праску', 'зі', 'шафу', 'бо', 'я', 'не', 'дотягують', 'Ледве', 'донесла', 'ту', 'дошку', 'з', 'праскою', 'до', 'номеру', 'Ще', 'один', 'мінус', 'то', 'ванна', 'кімната', 'Де', 'скажіть', 'в', 'душі', 'можна', 'поставити', 'шампунь', 'окрім', 'як', 'на', 'підлогу', 'Жодної', 'полиці', 'Вода', 'в', 'кабіні', 'витікає', 'адже', 'не', 'правильно', 'зроблений', 'кут', 'зливу', 'та', 'розташований', 'держатель', 'для', 'душу', 'Як', 'результат', 'слизько']",7.5,10.0,0
220,"['Перебування', 'в', 'готелі', 'дуже', 'сподобалося', 'Рекомендую']","['Чудове', 'розташування', 'готелю', 'До', 'Площі', 'Ринок', '2', 'хвилини', 'Дуже', 'приємний', 'і', 'чистий', 'номер', 'Відмінний', 'сніданок', 'Дуже', 'приємний', 'персонал', 'Готель', 'Супер', 'Рекомендую']","['На', 'мій', 'погляд', 'все', 'чудово']",10.0,10.0,1
221,"['Досить', 'не', 'погано']","['Гарне', 'місце', 'розташування', 'Досить', 'чисто', 'Приємний', 'персонал', 'Цікавий', ""інтер'єр""]","['Дуже', 'погана', 'звукоізоляція', 'Цілу', 'ніч', 'чули', 'своїх', 'сусідів', 'персонал', 'не', 'зробив', 'ніякого', 'зауваження', 'Ціна', 'не', 'відповідає', 'якості']",7.5,10.0,0
222,"['Не', 'дуже', '1.5', 'з', '5', 'і', 'те', 'через', 'місцезнаходження', 'і', 'супер', 'персонал']","['Місцезнаходження', 'і', 'персонал', 'просто', 'Супер']","['Павутиння', 'на', 'лампах', 'біля', 'ліжка', 'немає', 'запасної', 'туалетної', 'бумаги', 'плями', 'на', 'полотен', 'не', 'поміняли', 'постіль', 'в', '405', 'килим', 'поняв', 'Моче', 'і', 'переселили', 'в', '407', 'На', 'Booking', 'com', 'пишеться', 'Deluxe', 'що', 'перекладається', 'люкс', 'а', 'насправді', 'мають', 'тільки', 'напівлюкс', 'Короче', 'розвод', 'по', 'Львівський', 'не', 'рекомендую', 'може', 'тільки', 'на', 'одну', 'ніч', 'якщо', 'дуже', ""п'яні"", 'і', 'вранці', 'треба', 'бути', 'в', 'центрі', 'міста']",6.3,10.0,0
223,"['вартує', 'своїх', 'грошей', 'готель', 'чудовий']","['Чудове', 'розташування', '2', 'хвилини', 'до', 'Площі', 'Ринок', 'непоганий', 'сніданок', 'також', 'завжди', 'є', 'можливість', 'замовити', 'щось', 'з', 'ресторану', 'прямо', 'в', 'номер']","['Десь', 'уже', 'вночі', 'почав', 'репетувати', 'якийсь', 'поляк', 'Розбудив']",10.0,10.0,1
224,['Добре'],"['регулятор', 'температури', 'кухонне', 'приладдя', 'великий', 'простір']","['Стіни', 'крізь', 'які', 'інколи', 'було', 'чути', 'розмови', 'людей', 'з', 'іншої', 'кімнати', 'невеликий', 'грибок', 'у', 'ванні', 'не', 'зразу', 'з', 'являлася', 'тепла', 'вода', 'у', 'крані', 'краєвид', 'з', 'вікна']",8.3,10.0,0
225,"['привітний', 'адміністратор', 'яка', 'в', '00', '00', 'ходить', 'з', 'посмішкою']","['привітний', 'адміністратор', 'яка', 'в', '00', '00', 'ходить', 'з', 'посмішкою', 'піднімає', 'настрій', 'Номер', 'дуже', 'красивий', 'теплий', 'все', 'на', 'вищому', 'рівні', 'Дякую']","['Все', 'було', 'чудово']",10.0,10.0,1
226,"['Затишний', 'готель', 'у', 'серці', 'міста', 'Лева']","['Сподобалось', 'абсолютно', 'все', 'Чудовий', 'номер', 'розташування', 'в', 'самому', 'серці', 'міста', 'доброзичливий', 'персонал', 'смачний', 'сніданок', 'Однозначно', 'всім', 'рекомендую']","['Зранку', 'було', 'чути', 'сусідський', 'душ', 'через', 'стіну']",10.0,10.0,1
227,"['Ідеальне', 'співвідношення', 'ціна', 'якість']","['Отель', 'мініатюрний', 'але', 'дуже', 'затишний', 'Розташування', 'чудове', 'це', '2-3', 'хв', 'до', 'площі', 'Ринок', 'Номера', 'чудові', 'чисті', 'і', 'красиві']","['Можна', 'вивіску', 'трохи', 'більшу', 'зробити']",10.0,10.0,1
228,"['Розміщення', 'готелю', 'супер']","['Розміщення', 'готелю', 'супер', 'Якщо', 'визирнути', 'у', 'вікно', 'видно', 'ратушу', 'Сам', 'готель', 'теж', 'досить', 'милий', 'номер', 'повністю', 'відповідав', 'фото']","['поганенька', 'звукоізоляція', 'була']",9.2,10.0,1
229,"['Приємний', 'готель', 'у', 'серці', 'міста', 'Лева']","['Абсолютно', 'чудове', 'розташування', 'центр', 'пішохідна', 'вулиця', 'Гарний', 'дизайн', 'повністю', 'відповідає', 'фото', 'мінеральна', 'вода', 'чай', 'кава', 'надається', 'безкоштовно', 'привітний', 'персонал', 'нам', 'надали', 'дитяче', 'ліжечко', 'без', 'попередньої', 'броні']","['Якщо', 'закрити', 'вікна', 'то', 'шум', 'з', 'вулиці', 'не', 'чути', 'Хоча', 'у', 'нашому', 'номері', 'було', 'чутно', 'як', 'сусіди', 'за', 'стіною', 'користувались', 'душем', 'вночі', 'і', 'як', 'стукали', 'постійно', 'дверима']",9.6,10.0,1
230,"['Чудове', 'розташування', 'готелю', 'свіжий', 'ремонт', 'у', 'приміщенні']","['Чудове', 'розташування', 'готелю', 'свіжий', 'ремонт', 'у', 'приміщенні', 'світлий', 'просторий', 'номер']","['Потрібно', 'краще', 'організувати', 'роботу', 'з', 'прибирання', 'номерів', 'і', 'ретельніше', 'слідкувати', 'за', 'чистотою', 'зокрема', 'постільної', 'білизни']",7.9,10.0,0
231,"['місцезнаходження', 'в', 'самому', 'центрі', 'дуже', 'зручно', 'вікна']","['місцезнаходження', 'в', 'самому', 'центрі', 'дуже', 'зручно', 'вікна', 'виходили', 'у', 'двір', 'тихо', 'і', 'затишно', 'персонал', 'привітний']","['не', 'можу', 'сказати', 'що', 'було', 'дуже', 'чисто', 'в', 'номері', 'білизна', 'чиста', 'але', 'з', 'дірками', 'рушники', 'сірого', 'кольору']",9.2,10.0,1
232,"['Чудо', 'Львів']","['Готель', 'Знаходиться', 'в', 'центрі', 'номер', 'неймовірно', 'чистий', 'сучасний', 'затишний', 'стильний', 'з', 'крутим', 'освітленням', 'Повністю', 'відповідає', 'опису', 'та', 'фото', 'Персонал', 'привітний', 'дозволили', 'трішки', 'раніше', 'заселитися', 'залишити', 'речі', 'в', 'камері', 'схову', 'до', 'заїзду', 'та', 'після', 'виїзду', 'В', 'номері', 'був', 'і', 'чайник', 'і', 'холодильник', 'і', 'фен', 'письмовий', 'стіл', '2', 'дзеркала', 'Порадували', 'й', 'одноразові', 'капці', 'гель', 'для', 'душу', 'шампунь', 'чай', 'на', 'різний', 'смак', 'чашки', 'та', 'склянки', 'Ставлю', '12', 'з', '12', 'Доречі', 'є', 'прикольні', 'локації', 'для', 'фото']","['Трішки', 'було', 'чути', 'мабуть', 'з', 'сусіднього', 'номеру', 'виск', 'дитини', 'А', 'так', 'все', 'супер']",9.6,10.0,1
233,"['Не', 'беріть', 'номер', 'без', 'вікна']","['Розташування', 'зручне', 'якщо', 'ви', 'без', 'автівки']","['Мій', 'номер', 'був', 'дуже', 'маленьким', 'без', 'вікна', 'У', 'сусідньому', 'номері', 'відбувався', 'ремонт', 'вентиляційна', 'система', 'гучно', 'ревіла', 'але', 'не', 'вентилювання', 'Холодильник', 'працював', 'в', 'режимі', 'зльоту', 'посадки', 'літака', 'виспатися', 'не', 'вдалося']",4.6,10.0,-1
234,"['Готель', 'у', 'старовинній', 'будівлі', 'має', 'відмінне', 'розташування', 'у']","['Готель', 'у', 'старовинній', 'будівлі', 'має', 'відмінне', 'розташування', 'у', 'самому', 'серці', 'міста', 'Лева', 'до', 'площі', 'Ринок', 'рукою', 'подати', 'У', 'нас', 'був', 'номер', 'студіо', 'Делюкс', 'із', 'вікнами', 'на', 'задній', 'двір', '4', 'й', 'поверх', 'До', 'номера', 'можна', 'дістатись', 'тільки', 'сходами', 'Номер', 'дуже', 'просторий', 'чистий', 'повністю', 'відповідає', 'описаному', 'на', 'сайті', 'теплий', 'У', 'ванній', 'кімнаті', 'є', 'рушникосушки', 'а', 'також', 'підігрів', 'підлоги', 'Подушки', 'зручні']","['Ліжко', 'доволі', 'велике', 'проте', 'Матра', 'міг', 'би', 'бути', 'іншим', 'оскільки', 'він', 'трохи', 'зам', 'який', 'відчуваються', 'пружини', 'і', 'ще', 'вони', 'поскрипують', 'коли', 'повертаєшся', 'на', 'інший', 'бік', 'Зранку', 'коли', 'усі', 'приймають', 'душ', 'послаблений', 'тиск', 'води', 'Цере', 'що', 'із', 'гарячого', 'крана', 'може', 'текти', 'холодна', 'вода', 'це', 'ненадовго', 'але', 'може', 'виявитись', 'несподіванкою']",8.8,10.0,0
235,"['Номер', 'відповідав', 'фото', 'які', 'представлені', 'на', 'сайті']","['Номер', 'відповідав', 'фото', 'які', 'представлені', 'на', 'сайті', 'Все', 'чисто', 'охайно', 'заповнений', 'міні', 'бар', 'приємний', ""інтер'єр"", 'сподобалось', 'що', 'поряд', 'є', 'все', 'ресторан', 'зі', 'смачними', 'стравами', 'шкода', 'що', 'ми', 'відвідали', 'його', 'лише', 'в', 'останній', 'день', 'привітний', 'персонал', 'прикольні', 'сходи', 'на', 'гору', 'до', 'номерів', 'під', 'нахилом', 'додає', 'такої', 'атмосферної', 'Вікна', 'виходили', 'на', 'оживлена', 'вуличку', 'класний', 'краєвид']","['Кондиціонер', 'не', 'працював', 'або', 'дуже', 'погано', 'працював', 'Ми', 'мерзли', 'грілися', 'під', 'ковдрою', 'яка', 'всього', 'одна', 'Але', 'варто', 'зазначити', 'що', 'адміністратор', 'викликала', 'майстра', 'шкода', 'що', 'все', 'одно', 'нічого', 'не', 'вийшло', 'Пол', 'у', 'ванній', 'кімнаті', 'підігрівався', 'тільки', 'зранку', 'увечері', 'було', 'прохолодно', 'туди', 'заходити', 'просто', 'навіть', 'помити', 'руки']",8.8,10.0,0
236,"['Сподобалось', 'нам', 'все']","['Сподобалось', 'нам', 'все', 'привітний', 'персонал', 'чистий', 'та', 'затишний', 'номер', 'розташування', 'ідеальне', 'Хочу', 'сказати', 'дякую', 'й', 'за', 'те', 'що', 'дозволили', 'залиши', 'речі', 'до', ""від'їзду"", 'Everything', 'was', 'fine', 'Friendly', 'staff', 'clean', 'and', 'Cozy', 'room', 'location', 'perfect', 'Thank', 'you', 'that', 'allowed', 'me', 'to', 'leave', 'things', 'until', 'our']","['All', 'was', 'good']",10.0,10.0,1
237,"['затишно', 'зручно', 'комфортно']","['Дуже', 'зручне', 'розташування', 'всього', 'пару', 'хвилин', 'і', 'ви', 'біля', 'площі', 'Ринок', 'Приємний', 'та', 'унікальний', ""інтер'єр"", 'цікаві', 'сходи', 'чистий', 'та', 'світлий', 'номер', 'Приємний', 'та', 'приязний', 'персонал', 'що', 'готовий', 'допомогти', 'з', 'будь', 'яким', 'питанням']","['зникла', 'на', 'декілька', 'годин', 'гаряча', 'вода', 'Рунку', 'перед', ""від'їздом"", 'було', 'трохи', 'неприємно']",9.0,10.0,1
238,"['Чудовий', 'готель', 'в', 'серці', 'міста']","['Перший', 'готель', 'з', 'такою', 'шумоізоляцію', 'заважати', 'спати', 'точно', 'ніхто', 'не', 'буде', 'В', 'самому', 'центрі', 'Львову', 'на', 'площі', 'Ринок', 'Чисті', 'затишні', 'номери', 'з', 'усім', 'необхідним']","['додати', 'сніданки']",9.6,10.0,1
239,"['Чудове', 'місцерозташування', 'чисто', 'приємний', 'персонал']","['Чудове', 'місцерозташування', 'чисто', 'приємний', 'персонал', 'Нас', 'заселили', 'навіть', 'раніше', 'на', 'пару', 'годин', 'бо', 'номер', 'вже', 'був', 'готовий', 'Окреме', 'дякую', 'адміністраторам', 'що', 'дозволили', 'залишити', 'речі', 'після', 'виселення', 'до', 'потягу']","['Не', 'було', 'негативного']",10.0,10.0,1
240,"[""Інтер'єр"", 'та', 'затишок']","[""Інтер'єр"", 'та', 'затишок', 'Номер', 'чистий', 'гарний', 'та', 'комфортний', 'ізольований', 'адже', 'коли', 'виходиш', 'з', 'готелю', 'на', 'вулицю', 'наче', 'попадає', 'в', 'іншу', 'реальність']","['Сподобалось', 'все', 'було', 'трошки', 'пилюки', 'на', 'спинці', 'ліжка', 'але', 'це', 'не', 'суттєво']",9.2,10.0,1
241,"['Чистий', 'стильний', 'номер']","['Чистий', 'стильний', 'номер', 'Чудове', 'місцерозташування']","['Відсутня', 'парковка', 'авто', 'можна', 'залишити', 'поряд', 'за', 'додаткову', 'плату', 'Немає', 'ліфту', 'Вночі', 'шумно', 'адже', 'вулиця', 'пішохідна', 'і', 'чути', 'все', 'що', 'відбувається', 'на', 'вулиці']",10.0,10.0,1
242,"['Розташування', 'ставлення', 'персоналу']","['Розташування', 'ставлення', 'персоналу']","['Сходи', 'потребують', 'ремонту']",9.2,10.0,1
243,"['привітний', 'персонал', 'чистий', 'номер', 'чудове', 'розташування']","['привітний', 'персонал', 'чистий', 'номер', 'чудове', 'розташування']","['Все', 'було', 'добре']",9.6,10.0,1
244,"['Прекрасний', 'варіант', 'для', 'тих', 'хто', 'хоче', 'пірнути', 'у', 'вир', 'туристичного', 'життя', 'Львова', 'та', 'подорожує', 'без', 'важких']","['Прекрасне', 'розташування', 'в', 'самому', 'центрі', 'Просторий', 'номер']","['Відсутність', 'ліфта', 'та', 'послуги', 'по', 'підйому', 'валіз', 'на', 'високий', 'четвертий', 'поверх']",7.9,10.0,0
245,"['відмінне', 'розташування']","['відмінне', 'розташування']","['Перебої', 'із', 'гарячою', 'водою']",9.2,10.0,1
246,"['Затишний', 'просторий', 'номер', 'чудове', 'розташування', 'привітний']","['Затишний', 'просторий', 'номер', 'чудове', 'розташування', 'привітний', 'персонал']","['мінусів', 'немає']",10.0,10.0,1
247,"['Хочу', 'подякувати', 'персоналу', 'за', 'розуміння']","['Хочу', 'подякувати', 'персоналу', 'за', 'розуміння']","['ціна', 'не', 'обґрунтована']",5.8,10.0,-1
248,"['шикарне', 'розташування']","['Чудовий', ""інтер'єр"", 'Чудове', 'розташування']","['Немає', 'парковки']",8.3,10.0,0
249,"['Тиша', 'чистота', 'комфорт', 'зручність']","['Тиша', 'чистота', 'комфорт', 'зручність']","['небуло', 'стоянки', 'під', 'автомобіль']",10.0,10.0,1
250,"['Все', 'супер', 'крім', 'достатньо', 'сильного', 'шуму', 'гаму', 'ввечері', 'під', 'вікнами']","['Все', 'супер', 'крім', 'достатньо', 'сильного', 'шуму', 'гаму', 'ввечері', 'під', 'вікнами']","['Сильно', 'чути', 'шум', 'вулиці']",7.9,10.0,0
251,"['чудове', 'місце', 'розташування', 'чистий', 'гарний', 'номер']","['чудове', 'місце', 'розташування', 'чистий', 'гарний', 'номер']","['вистачало', 'батареї', 'у', 'ванній', 'кімнаті', 'Дивно', 'що', 'за', 'таку', 'вартість', 'не', 'можуть', 'надати', 'сніданок']",10.0,10.0,1
252,"['Розташування', 'оздоблення', 'чистота', 'зручність']","['Розташування', 'оздоблення', 'чистота', 'зручність']","['Відсутність', 'парковки', 'дорога', 'муніципальна', 'парковка', 'відсутність', 'ліфта']",9.6,10.0,1
253,"['Не', 'буду', 'рекомендувати', 'друзям', 'готель']",['Розташування'],"['Чистота', 'номеру', 'незручна', 'ванна', 'кімната']",6.3,10.0,0
254,"['Номер', 'комфортний', 'та', 'чистий', 'але', 'холодна', 'підлога', 'і', 'не', 'дуже', 'теплий', 'сам', 'номер', 'клімат', 'контроль', 'підвів']","['Дуже', 'чисто', 'та', 'затишно']",['прохолодно'],8.3,10.0,0
255,"['Локація', 'просто', 'супер']","['Локація', 'просто', 'супер', 'По', 'приїзді', 'нас', 'зустріли', 'за', 'межами', 'готелю', 'Персонал', 'дуже', 'сподобався', 'вони', 'не', 'просто', 'слухають', 'а', 'прослуховується', 'до', 'наших', 'відгуків']","['Під', 'час', 'перебування', 'були', 'проблеми', 'з', 'Wi', 'Fi', 'тобто', 'до', 'роутер', ""під'єднується"", 'а', 'інтернету', 'або', 'зовсім', 'немає', 'або', 'швидкість', 'майже', 'нульова', 'можливо', 'то', 'були', 'проблеми', 'в', 'провайдера', 'who', 'knows', 'таким', 'чином', 'не', 'можна', 'було', 'навіть', 'перевірити', 'поштову', 'скриньку', 'Доводилося', 'виходити', 'з', 'готелю', 'та', 'шукати', 'іншу', 'мережу']",9.6,10.0,1
256,"['супер', 'розташування', 'чистота', 'свіжий', 'ремонт']","['супер', 'розташування', 'чистота', 'свіжий', 'ремонт']","['суттєва', 'додаткова', 'плата', 'за', 'поселення', 'раніше', 'встановленого', 'часу']",8.8,10.0,0
257,"['Чудовий', 'вибір', 'в', 'центрі', 'міста']","['затишні', 'та', 'комфортні', 'номери', 'Всюди', 'чисто', 'привітний', 'персонал', 'В', 'ресторані', 'готелю', 'готують', 'смачні', 'та', 'унікальні', 'страви']","['Свого', 'часу', 'косметичні', 'набори', 'в', 'номерах', 'були', 'вищої', 'якості', 'і', 'більш', 'приємні', 'для', 'використання']",9.6,10.0,1
258,"['Улюблений', 'готель', 'у', 'Львові']","['Все', 'було', 'супер', 'починаючи', 'з', 'прибуття', 'Дуже', 'уважний', 'і', 'ввічливий', 'персонал', 'Чистий', 'красивий', 'номер', 'Файне', 'розташування', 'центр', 'зовсім', 'поруч', 'Дуже', 'смачні', 'сніданки', 'комфортний', 'та', 'душевний', 'готель', 'Із', 'задоволенням', 'зупинимось', 'тут', 'знову']","['наймає', 'кавової', 'машини', 'або', 'чайника']",10.0,10.0,1
259,"['Готель', 'на', 'рівні', '5']","['сніданки', 'неперевершені', 'всього', 'вдосталь', 'і', 'смачно', 'Чудовий', 'сервіс', 'Місце', 'розташування', 'готелю', 'дуже', 'зручне', 'легко', 'і', 'швидко', 'можна', 'дійти', 'до', 'будь', 'якої', 'точки']","['Відсутній', 'чайник', 'для', 'кави', 'чи', 'чаю', 'в', 'номері', 'заставлений', 'холодильник', 'міні', 'баром', 'тому', 'туди', 'нічого', 'не', 'можна', 'поставити']",9.6,10.0,1
260,['Бездоганно'],"['Обслуговування', 'на', 'вищому', 'рівні', 'Гарний', 'вид', 'на', 'місто', 'Розташування', 'вдале', 'Атмосфера', 'свята', 'і', 'турботи', 'за', 'гостем', 'Працівники', 'готелю', 'дуже', 'приємні']","['Пишеться', 'що', 'номера', 'просторіше', 'ніж', 'звичайно', 'що', 'на', 'мою', 'думку', 'не', 'є', '100', 'правдою']",10.0,10.0,1
261,"['розміщення', 'в', 'центральній', 'частині', 'Львову', 'наявність', 'парковки']","['розміщення', 'в', 'центральній', 'частині', 'Львову', 'наявність', 'парковки', 'інтер', 'єр', 'сніданок', 'привітний', 'персонал', 'Загалом', 'все', 'добре']","['матраци', 'пружинні', 'які', 'потребують', 'заміни', 'Вранці', 'був', 'слабкий', 'напір', 'води', 'в', 'душі']",9.2,10.0,1
262,"['приїдемо', 'ще', 'і', 'неодноразово']","['Дуже', 'чемний', 'персонал', 'Роблять', 'більше', 'ніж', 'очікуєш', 'приємно', 'Дуже', 'смачні', 'європейські', 'сніданки', 'Домашній', 'йогурт', 'власного', 'приготування', 'неперевершено', 'Номер', 'стильний', 'всі', 'меблі', 'та', 'сантехніка', 'найвищої', 'якості', 'Багато', 'подушок', 'різного', 'розміру', 'зручно', 'задовільняти', 'індивідуальні', 'потреби', 'кожного']","['Номери', 'всі', 'різні', 'як', 'і', 'ціни', 'Ялте', 'на', 'сайті', 'фото', 'дублюються', 'Є', 'ризик', 'ситуації', 'в', 'якій', 'ви', 'очікували', 'трохи', 'інший', 'номер', 'ніж', 'на', 'фото']",10.0,10.0,1
